PMT_SITE,event,p_desiccation
1505059AGRO3SP,1,0.3476
150000727090POS,0,0.0002
150000733040POS,0,0.0002
1500015DRYER1FP,0,0.0507
1500015HILL1FP,0,0.0507
1500015OLDLINSP,0,0.0002
1500015PECK3SP,0,0.0002
1500015SC10B3SP,0,0.0002
1500015SC10B4SP,0,0.0002
1500015SWC1B1SP,0,0.0002
1500027K2F,0,0.0002
1500027S111,0,0.0002
1500027S115,0,0.0299
1500027SUNSET,0,0.0002
1500032402,0,0.0142
1500032415,0,0.0314
1500032805,0,0.0143
1500032915,0,0.0002
1500032915A,0,0.0002
1500032915AA,0,0.0002
15005301PO,0,0.0002
15005302PO,0,0.0002
1500553132A,0,0.0002
1500553160PB1,0,0.0002
1500553162,0,0.0002
1500553163,0,0.0002
1500553163A,0,0.0002
1500553163P1,0,0.0002
1500553164PA,0,0.0002
1500553171,0,0.0002
150062915A,0,0.0002
150062915B,0,0.0002
15006294B,0,0.0002
15006295B,0,0.0002
15006296C,0,0.0002
15006296D,0,0.0002
15006297E1,0,0.0002
1500635BV113P,0,0.0330
1500635BV133P,0,0.0000
1500635FDLT35P,0,0.0507
1500635FDLT3SP,0,0.0507
1500635FDLT75EP,0,0.0137
1500635HAM35P,0,0.0002
1500635HAMWWP,0,0.0002
1500635MALAGAP,0,0.0081
1500635NLINP,0,0.0016
1500635PEACH75P,0,0.0002
1500635PECK1P,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND7P,0,0.0002
1500635SAND8P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW4P,0,0.0002
1500635SHOPNP,0,0.0002
1500635WERN1P,0,0.0002
1500635WERN4P,0,0.0002
15008241KPSP20,0,0.0002
15008242PS20,0,0.0002
15008243KPSP20,0,0.0002
15022770621SP,0,0.0507
15022770820SP,0,0.0002
15022771020SP,0,0.0002
15022771021SP,0,0.0002
15022771821FP,0,0.0507
15022772820SP,0,0.0002
1504213P3,0,0.0507
1504311208WPO,0,0.0002
1504311211PO,0,0.0002
1504498ORAN80P,0,0.0169
1504498SDSP,0,0.0002
15045484P,0,0.0286
1504548SP1,0,0.0002
1504548SP2,0,0.0002
15046771PS20,0,0.0002
1505059AGRO5NP,0,0.0002
1505059AGRO5SP,0,0.0002
1505059BOCKSP,0,0.0002
1505059KIMSP,0,0.0002
1505059NSABOSP,0,0.0118
1505059PET1SP,0,0.0507
1505059PET3SP,0,0.0002
1505059PET4SP,0,0.0002
1505059PET5SP,0,0.0002
1505059SACCOSP,0,0.1568
1505059SMITHSP,0,0.0002
1505059TOMMYSSP,0,0.0002
1505059TOMYEFP,0,0.0507
1505124D15,0,0.0507
1505124D15A,0,0.0507
1505124RICO16A,0,0.0002
150553216F,0,0.0002
150553219D,0,0.0000
150553220A,0,0.0002
150553221H,0,0.0002
150553228E,0,0.0000
150553229E,0,0.0002
150553230G,0,0.0000
150553232A,0,0.0000
1505532NMA,0,0.0000
1505532NMBE,0,0.0002
1505532NMBW,0,0.0002
1505532SMH,0,0.0002
150559121SK15FA,0,0.0507
150559122GN04GA,0,0.0507
150559122GN08GA,0,0.0507
150559122GN15GA,0,0.0507
1505059AGRO4SP,1,0.4488
150000727090POS,0,0.0002
150000733040POS,0,0.0002
1500015DRYER1FP,0,0.0507
1500015HILL1FP,0,0.0507
1500015OLDLINSP,0,0.0037
1500015PECK3SP,0,0.0161
1500015SC10B1SP,0,0.0002
1500015SC10B3SP,0,0.0000
1500015SC10B4SP,0,0.0000
1500015SWC1B1SP,0,0.0082
1500027K2F,0,0.0002
1500027S111,0,0.0002
1500027SUNSET,0,0.0000
1500032805,0,0.0153
1500032915,0,0.0012
1500032915A,0,0.0002
1500032915AA,0,0.0002
1500032950,0,0.0002
1500032950A,0,0.0002
1500032950B,0,0.0002
15005301PO,0,0.0002
15005302PO,0,0.0002
1500553132A,0,0.0000
1500553160PB1,0,0.0026
1500553162,0,0.0000
1500553163,0,0.0002
1500553163A,0,0.0002
1500553163P1,0,0.0002
1500553164PA,0,0.0002
1500553171,0,0.0002
150062915A,0,0.0002
150062915B,0,0.0002
15006294B,0,0.0002
15006295B,0,0.0002
15006296C,0,0.0002
15006296D,0,0.0002
15006297E1,0,0.0026
15006299B,0,0.0002
1500635BV113P,0,0.0002
1500635BV133P,0,0.0000
1500635FDLT35P,0,0.0507
1500635FDLT3SP,0,0.0507
1500635FDLT75EP,0,0.0455
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0002
1500635HAMWEP,0,0.0000
1500635HAMWWP,0,0.0000
1500635MTWP,0,0.0002
1500635NLINP,0,0.0287
1500635PEACH75P,0,0.0002
1500635PECK1P,0,0.0000
1500635RIDIANWP,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND7P,0,0.0002
1500635SAND8P,0,0.0000
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0000
1500635SANDW4P,0,0.0002
1500635SHOPNP,0,0.0026
1500635SHOPWP,0,0.0002
1500635WERN1P,0,0.0000
1500635WERN4P,0,0.0002
1500635WN80P,0,0.0002
15008241KPSP20,0,0.0002
15008242PS20,0,0.0026
15008243KPSP20,0,0.0002
1501361071120JP,0,0.0002
1501361071220JP,0,0.0002
15022770621SP,0,0.0507
15022770820SP,0,0.0002
15022771020SP,0,0.0002
15022771021SP,0,0.0002
15022771821FP,0,0.0507
15022772820SP,0,0.0002
1504213P3,0,0.0507
1504311208WPO,0,0.0000
1504311211PO,0,0.0002
1504498SDSP,0,0.0081
1504512STOCKWP,0,0.0002
1504548PZ,0,0.0002
1504548RP,0,0.0002
1504548SP1,0,0.0012
1504548SP2,0,0.0012
15046771PS20,0,0.0002
1505059AGRO5NP,0,0.0002
1505059AGRO5SP,0,0.0000
1505059BOCKSP,0,0.0002
1505059KIMSP,0,0.0007
1505059NSABOSP,0,0.0012
1505059PET1SP,0,0.0507
1505059PET3SP,0,0.0002
1505059PET4SP,0,0.0002
1505059PET5SP,0,0.0002
1505059SMITHSP,0,0.0026
1505059TOMMYSSP,0,0.0137
1505059TOMYEFP,0,0.0507
1505124D15,0,0.0507
1505124D15A,0,0.0507
1505124EYRAUD10,0,0.0002
1505124RICO16A,0,0.0002
150553216F,0,0.0000
150553219D,0,0.0002
150553220A,0,0.0000
150553221H,0,0.0002
150553228E,0,0.0012
150553229E,0,0.0002
150553230G,0,0.0002
150553232A,0,0.0002
1505532NMA,0,0.0081
1505532NMBE,0,0.0058
1505532NMBW,0,0.0058
1505532SMH,0,0.0037
150559121SK15FA,0,0.0507
150559122GN04GA,0,0.0507
150559122GN08GA,0,0.0507
150559122GN15GA,0,0.0507
1505059BRIMSP,1,0.2725
150000727090POS,0,0.0002
150000733040POS,0,0.0002
1500015DRYER1FP,0,0.0507
1500015HILL1FP,0,0.0507
1500015OLDLINSP,0,0.0081
1500015PECK3SP,0,0.0089
1500015SC10B1SP,0,0.0002
1500015SC10B3SP,0,0.0000
1500015SC10B4SP,0,0.0000
1500015SWC1B1SP,0,0.0160
1500027K2F,0,0.0002
1500027S111,0,0.0026
1500027SUNSET,0,0.0002
1500032805,0,0.0082
1500032915,0,0.0002
1500032915A,0,0.0002
1500032915AA,0,0.0002
1500032950,0,0.0002
1500032950A,0,0.0002
1500032950B,0,0.0002
15005301PO,0,0.0000
15005302PO,0,0.0002
1500553132A,0,0.0002
1500553160PB1,0,0.0012
1500553162,0,0.0000
1500553163,0,0.0002
1500553163A,0,0.0002
1500553163P1,0,0.0002
1500553164PA,0,0.0002
1500553171,0,0.0002
150062915A,0,0.0002
150062915B,0,0.0002
15006294B,0,0.0002
15006295B,0,0.0002
15006296C,0,0.0002
15006296D,0,0.0002
15006297E1,0,0.0037
15006299B,0,0.0002
1500635BV113P,0,0.0010
1500635BV133P,0,0.0000
1500635FDLT35P,0,0.0507
1500635FDLT3SP,0,0.0507
1500635FDLT75EP,0,0.0347
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0002
1500635HAMWEP,0,0.0002
1500635HAMWWP,0,0.0000
1500635MTWP,0,0.0002
1500635NLINP,0,0.0113
1500635PEACH75P,0,0.0002
1500635PECK1P,0,0.0000
1500635RIDIANWP,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND7P,0,0.0002
1500635SAND8P,0,0.0000
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0000
1500635SANDW4P,0,0.0002
1500635SHOPNP,0,0.0016
1500635SHOPWP,0,0.0002
1500635WERN1P,0,0.0002
1500635WERN4P,0,0.0002
1500635WN80P,0,0.0002
15008241KPSP20,0,0.0002
15008242PS20,0,0.0012
15008243KPSP20,0,0.0002
1501361071120JP,0,0.0002
1501361071220JP,0,0.0002
15022770621SP,0,0.0507
15022770820SP,0,0.0002
15022771020SP,0,0.0002
15022771021SP,0,0.0002
15022771821FP,0,0.0507
15022772820SP,0,0.0002
1504213P3,0,0.0507
1504311208WPO,0,0.0000
1504311211PO,0,0.0002
1504498ORAN80P,0,0.0000
1504498SDSP,0,0.0050
1504512STOCKWP,0,0.0002
15045484P,0,0.0000
1504548PZ,0,0.0000
1504548RP,0,0.0000
1504548SP1,0,0.0012
1504548SP2,0,0.0012
15046771PS20,0,0.0002
1505059AGRO5NP,0,0.0002
1505059AGRO5SP,0,0.0002
1505059BOCKSP,0,0.0002
1505059KIMSP,0,0.0002
1505059NSABOSP,0,0.0045
1505059PET1SP,0,0.0507
1505059PET3SP,0,0.0002
1505059PET4SP,0,0.0002
1505059PET5SP,0,0.0002
1505059SMITHSP,0,0.0068
1505059TOMMYSSP,0,0.0072
1505059TOMYEFP,0,0.0507
1505124D15,0,0.0507
1505124D15A,0,0.0507
1505124EYRAUD10,0,0.0002
1505124RICO16A,0,0.0002
150553216F,0,0.0000
150553219D,0,0.0002
150553220A,0,0.0002
150553221H,0,0.0002
150553228E,0,0.0002
150553229E,0,0.0002
150553230G,0,0.0002
150553232A,0,0.0002
1505532NMA,0,0.0026
1505532NMBE,0,0.0026
1505532NMBW,0,0.0016
1505532SMH,0,0.0057
150559121SK15FA,0,0.0507
150559122GN04GA,0,0.0507
150559122GN08GA,0,0.0507
150559122GN15GA,0,0.0507
1505059CATANSSP,1,0.0507
150000727090POS,0,0.0113
150000733040POS,0,0.0026
1500015DRYER1FP,0,0.0507
1500015HILL1FP,0,0.0507
1500015SC10B1SP,0,0.0016
1500015SC10B3SP,0,0.0057
1500015SC10B4SP,0,0.0002
1500027K2F,0,0.0002
1500027S111,0,0.0012
1500027SUNSET,0,0.0002
15000321200,0,0.0002
15000321200A,0,0.0002
15000321401,0,0.0002
1500032950,0,0.0002
1500032950A,0,0.0002
1500032950B,0,0.0002
15005301PO,0,0.0026
15005302PO,0,0.0082
1500553132A,0,0.0002
1500553162,0,0.0105
1500553163,0,0.0050
1500553163A,0,0.0037
1500553163P1,0,0.0057
1500553164PA,0,0.0002
1500553171,0,0.0002
150062910A,0,0.0002
150062915A,0,0.0081
150062915B,0,0.0069
150062915D,0,0.0002
15006294B,0,0.0002
15006295B,0,0.0002
15006296C,0,0.0057
15006296D,0,0.0002
15006299B,0,0.0002
1500635BV133P,0,0.0002
1500635FDLT35P,0,0.0507
1500635FDLT3SP,0,0.0507
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0227
1500635HAMWEP,0,0.0002
1500635HAMWWP,0,0.0111
1500635MTWP,0,0.0002
1500635PEACH75P,0,0.0081
1500635PECK1P,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SAND2P,0,0.0084
1500635SAND7P,0,0.0002
1500635SAND8P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW4P,0,0.0002
1500635SHOPNP,0,0.0147
1500635SHOPWP,0,0.0002
1500635WERN1P,0,0.0113
1500635WERN4P,0,0.0016
1500635WN80P,0,0.0002
15008241KPSP20,0,0.0161
15008243KPSP20,0,0.0026
1501361071120JP,0,0.0002
1501361071220JP,0,0.0002
15022770621SP,0,0.0507
15022770820SP,0,0.0050
15022771020SP,0,0.0113
15022771021SP,0,0.0113
15022771821FP,0,0.0507
15022772820SP,0,0.0053
1504213P3,0,0.0507
1504311208WPO,0,0.0026
1504311211PO,0,0.0081
1504512STOCKWP,0,0.0002
1504548PZ,0,0.0012
1504548RP,0,0.0002
1504548SP1,0,0.0044
15046771PS20,0,0.0113
1505059AGRO5SP,0,0.0057
1505059BOCKSP,0,0.0383
1505059KIMSP,0,0.0000
1505059PET1SP,0,0.0507
1505059PET3SP,0,0.0026
1505059PET4SP,0,0.0012
1505059PET5SP,0,0.0050
1505059TOMMYSSP,0,0.0000
1505059TOMYEFP,0,0.0507
1505124D15,0,0.0507
1505124D15A,0,0.0507
1505124EYRAUD10,0,0.0002
1505124RICO16A,0,0.0002
150553216F,0,0.0081
150553219D,0,0.0227
150553220A,0,0.0002
150553221H,0,0.0026
150553228E,0,0.0412
150553229E,0,0.0113
150553230G,0,0.0050
150553232A,0,0.0069
150559121SK15FA,0,0.0507
150559122GN04GA,0,0.0507
150559122GN08GA,0,0.0507
150559122GN15GA,0,0.0507
1505059CATNFP,1,0.3917
1500015DRYER1FP,0,0.0002
1500015DRYERFP,0,0.0002
1500015HILL1FP,0,0.0002
1500027CLARE2,0,0.0002
15008241PF20,0,0.0002
15022770621SP,0,0.0507
15022771820FP,0,0.0002
15022771821FP,0,0.0124
1504213P3,0,0.0002
1505059AGRO2FP,0,0.1423
1505059CATTANI,0,0.1591
1505059ENGLE,0,0.0002
1505059FUGIT2FP,0,0.0216
1505059PET1SP,0,0.0002
1505059RUDDFP,0,0.0000
1505059TOMYEFP,0,0.0002
1505124RICO16A,0,0.0000
150559121SK15FA,0,0.0002
150559122GN04GA,0,0.0002
150559122GN08GA,0,0.0002
150559122GN15GA,0,0.0002
1505059CHARLSP,1,0.3375
150000727090POS,0,0.0002
150000733040POS,0,0.0002
1500015DRYER1FP,0,0.0507
1500015HILL1FP,0,0.0507
1500015OLDLINSP,0,0.0113
1500015PECK3SP,0,0.0148
1500015SC10B1SP,0,0.0002
1500015SC10B3SP,0,0.0000
1500015SC10B4SP,0,0.0000
1500015SWC1B1SP,0,0.0105
1500027K2F,0,0.0002
1500027S111,0,0.0002
1500027SUNSET,0,0.0000
1500032805,0,0.0137
1500032915,0,0.0012
1500032915A,0,0.0012
1500032915AA,0,0.0012
1500032950,0,0.0002
1500032950A,0,0.0002
1500032950B,0,0.0002
15005301PO,0,0.0002
15005302PO,0,0.0000
1500553132A,0,0.0000
1500553160PB1,0,0.0057
1500553162,0,0.0002
1500553163,0,0.0002
1500553163A,0,0.0002
1500553163P1,0,0.0002
1500553164PA,0,0.0002
1500553171,0,0.0002
150062915A,0,0.0002
150062915B,0,0.0002
15006294B,0,0.0002
15006295B,0,0.0002
15006296C,0,0.0002
15006296D,0,0.0002
15006297E1,0,0.0016
15006299B,0,0.0002
1500635BV133P,0,0.0002
1500635FDLT35P,0,0.0507
1500635FDLT3SP,0,0.0507
1500635FDLT75EP,0,0.0347
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0002
1500635HAMWEP,0,0.0000
1500635HAMWWP,0,0.0000
1500635MTWP,0,0.0002
1500635NLINP,0,0.0287
1500635PEACH75P,0,0.0002
1500635PECK1P,0,0.0000
1500635RIDIANWP,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND7P,0,0.0002
1500635SAND8P,0,0.0000
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0000
1500635SANDW4P,0,0.0002
1500635SHOPNP,0,0.0026
1500635SHOPWP,0,0.0002
1500635WERN1P,0,0.0002
1500635WERN4P,0,0.0002
1500635WN80P,0,0.0000
15008241KPSP20,0,0.0002
15008242PS20,0,0.0050
15008243KPSP20,0,0.0002
1501361071120JP,0,0.0002
1501361071220JP,0,0.0002
15022770621SP,0,0.0507
15022770820SP,0,0.0002
15022771020SP,0,0.0002
15022771021SP,0,0.0002
15022771821FP,0,0.0507
15022772820SP,0,0.0002
1504213P3,0,0.0507
1504311208WPO,0,0.0000
1504311211PO,0,0.0002
1504498SDSP,0,0.0068
1504512STOCKWP,0,0.0002
1504548PZ,0,0.0002
1504548RP,0,0.0002
1504548SP1,0,0.0012
1504548SP2,0,0.0057
15046771PS20,0,0.0002
1505059AGRO5NP,0,0.0002
1505059AGRO5SP,0,0.0002
1505059BOCKSP,0,0.0002
1505059KIMSP,0,0.0026
1505059NSABOSP,0,0.0042
1505059PET1SP,0,0.0507
1505059PET3SP,0,0.0002
1505059PET4SP,0,0.0002
1505059PET5SP,0,0.0002
1505059SMITHSP,0,0.0026
1505059TOMMYSSP,0,0.0081
1505059TOMYEFP,0,0.0507
1505124D15,0,0.0507
1505124D15A,0,0.0507
1505124EYRAUD10,0,0.0002
1505124RICO16A,0,0.0002
150553216F,0,0.0000
150553219D,0,0.0002
150553220A,0,0.0000
150553221H,0,0.0002
150553228E,0,0.0026
150553229E,0,0.0002
150553230G,0,0.0002
150553232A,0,0.0002
1505532NMA,0,0.0016
1505532NMBE,0,0.0058
1505532NMBW,0,0.0100
1505532SMH,0,0.0026
150559121SK15FA,0,0.0507
150559122GN04GA,0,0.0507
150559122GN08GA,0,0.0507
150559122GN15GA,0,0.0507
1505059COULTSP,1,0.3384
150000727090POS,0,0.0068
150000733040POS,0,0.0090
1500015DRYER1FP,0,0.0507
1500015HILL1FP,0,0.0507
1500015SC10B1SP,0,0.0002
1500015SC10B3SP,0,0.0026
1500015SC10B4SP,0,0.0002
1500027K2F,0,0.0002
1500027S111,0,0.0012
1500027SUNSET,0,0.0002
15000321200,0,0.0002
15000321200A,0,0.0002
15000321401,0,0.0002
1500032915,0,0.0158
1500032915A,0,0.0062
1500032915AA,0,0.0062
1500032950,0,0.0002
1500032950A,0,0.0002
1500032950B,0,0.0002
15005301PO,0,0.0026
15005302PO,0,0.0026
1500553132A,0,0.0002
1500553160PB1,0,0.0105
1500553162,0,0.0068
1500553163,0,0.0037
1500553163A,0,0.0050
1500553163P1,0,0.0012
1500553164PA,0,0.0002
1500553171,0,0.0002
150062910A,0,0.0002
150062915A,0,0.0084
150062915B,0,0.0050
150062915D,0,0.0002
15006294B,0,0.0002
15006295B,0,0.0002
15006296C,0,0.0026
15006296D,0,0.0002
15006299B,0,0.0000
1500635BV133P,0,0.0002
1500635FDLT35P,0,0.0507
1500635FDLT3SP,0,0.0507
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0195
1500635HAMWEP,0,0.0002
1500635HAMWWP,0,0.0082
1500635MTWP,0,0.0002
1500635PEACH75P,0,0.0050
1500635PECK1P,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SAND2P,0,0.0118
1500635SAND7P,0,0.0002
1500635SAND8P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW4P,0,0.0002
1500635SHOPNP,0,0.0291
1500635SHOPWP,0,0.0002
1500635WERN1P,0,0.0142
1500635WERN4P,0,0.0016
1500635WN80P,0,0.0002
15008241KPSP20,0,0.0137
15008242PS20,0,0.0227
15008243KPSP20,0,0.0050
1501361071120JP,0,0.0002
1501361071220JP,0,0.0002
15022770621SP,0,0.0507
15022770820SP,0,0.0084
15022771020SP,0,0.0113
15022771021SP,0,0.0113
15022771821FP,0,0.0507
15022772820SP,0,0.0085
1504213P3,0,0.0507
1504311208WPO,0,0.0016
1504311211PO,0,0.0026
1504512STOCKWP,0,0.0002
1504548PZ,0,0.0002
1504548RP,0,0.0002
1504548SP1,0,0.0044
1504548SP2,0,0.0089
15046771PS20,0,0.0037
1505059AGRO5SP,0,0.0057
1505059BOCKSP,0,0.0186
1505059KIMSP,0,0.0002
1505059PET1SP,0,0.0507
1505059PET3SP,0,0.0026
1505059PET4SP,0,0.0012
1505059PET5SP,0,0.0026
1505059TOMMYSSP,0,0.0000
1505059TOMYEFP,0,0.0507
1505124D15,0,0.0507
1505124D15A,0,0.0507
1505124EYRAUD10,0,0.0002
1505124RICO16A,0,0.0002
150553216F,0,0.0037
150553219D,0,0.0113
150553220A,0,0.0002
150553221H,0,0.0012
150553228E,0,0.0455
150553229E,0,0.0081
150553230G,0,0.0026
150553232A,0,0.0131
1505532NMA,0,0.0155
1505532NMBE,0,0.0090
1505532SMH,0,0.0266
150559121SK15FA,0,0.0507
150559122GN04GA,0,0.0507
150559122GN08GA,0,0.0507
150559122GN15GA,0,0.0507
1505059F50SP,1,0.4488
150000727090POS,0,0.0002
150000733040POS,0,0.0002
1500015DRYER1FP,0,0.0507
1500015HILL1FP,0,0.0507
1500015OLDLINSP,0,0.0455
1500015SC10B1SP,0,0.0002
1500015SC10B3SP,0,0.0026
1500015SC10B4SP,0,0.0002
1500027K2F,0,0.0002
1500027S111,0,0.0048
1500027SUNSET,0,0.0002
15000321200,0,0.0000
15000321200A,0,0.0000
15000321401,0,0.0076
1500032915,0,0.0261
1500032915A,0,0.0261
1500032915AA,0,0.0261
1500032950,0,0.0002
1500032950A,0,0.0002
1500032950B,0,0.0002
15005301PO,0,0.0012
15005302PO,0,0.0068
1500553132A,0,0.0002
1500553160PB1,0,0.0261
1500553162,0,0.0062
1500553163,0,0.0057
1500553163A,0,0.0026
1500553163P1,0,0.0002
1500553164PA,0,0.0002
1500553171,0,0.0002
150062915A,0,0.0050
150062915B,0,0.0037
150062915D,0,0.0002
15006294B,0,0.0002
15006295B,0,0.0002
15006296C,0,0.0002
15006296D,0,0.0002
15006297E1,0,0.0230
15006299B,0,0.0000
1500635BV133P,0,0.0002
1500635FDLT35P,0,0.0507
1500635FDLT3SP,0,0.0507
1500635GRIMCP,0,0.0118
1500635HAM35P,0,0.0069
1500635HAMWEP,0,0.0002
1500635HAMWWP,0,0.0085
1500635MTWP,0,0.0002
1500635PEACH75P,0,0.0012
1500635PECK1P,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SAND2P,0,0.0053
1500635SAND7P,0,0.0002
1500635SAND8P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW4P,0,0.0002
1500635SHOPNP,0,0.0347
1500635SHOPWP,0,0.0002
1500635WERN1P,0,0.0195
1500635WERN4P,0,0.0002
1500635WN80P,0,0.0002
15008241KPSP20,0,0.0105
15008242PS20,0,0.0206
15008243KPSP20,0,0.0026
1501361071120JP,0,0.0002
1501361071220JP,0,0.0002
15022770621SP,0,0.0507
15022770820SP,0,0.0026
15022771020SP,0,0.0113
15022771021SP,0,0.0113
15022771821FP,0,0.0507
15022772820SP,0,0.0026
1504213P3,0,0.0507
1504311208WPO,0,0.0034
1504311211PO,0,0.0002
1504512STOCKWP,0,0.0002
1504548PZ,0,0.0016
1504548RP,0,0.0000
1504548SP1,0,0.0044
1504548SP2,0,0.0388
15046771PS20,0,0.0057
1505059AGRO5NP,0,0.0012
1505059AGRO5SP,0,0.0012
1505059BOCKSP,0,0.0026
1505059KIMSP,0,0.0090
1505059PET1SP,0,0.0507
1505059PET3SP,0,0.0039
1505059PET4SP,0,0.0002
1505059PET5SP,0,0.0069
1505059SMITHSP,0,0.0002
1505059TOMMYSSP,0,0.0044
1505059TOMYEFP,0,0.0507
1505124D15,0,0.0507
1505124D15A,0,0.0507
1505124EYRAUD10,0,0.0000
1505124RICO16A,0,0.0000
150553216F,0,0.0002
150553219D,0,0.0082
150553220A,0,0.0002
150553221H,0,0.0002
150553228E,0,0.0274
150553229E,0,0.0050
150553230G,0,0.0057
150553232A,0,0.0058
1505532NMA,0,0.0082
1505532NMBE,0,0.0118
1505532NMBW,0,0.0122
1505532SMH,0,0.0203
150559121SK15FA,0,0.0507
150559122GN04GA,0,0.0507
150559122GN08GA,0,0.0507
150559122GN15GA,0,0.0507
1505059FOPPFP,1,0.3375
1500015DRYER1FP,0,0.0002
1500015DRYERFP,0,0.0002
1500015HILL1FP,0,0.0002
1500027CLARE2,0,0.0002
15008241PF20,0,0.0002
15022770621SP,0,0.0507
15022771820FP,0,0.0002
15022771821FP,0,0.0124
1504213P3,0,0.0002
1505059AGRO2FP,0,0.1423
1505059CATTANI,0,0.1591
1505059ENGLE,0,0.0002
1505059FUGIT2FP,0,0.0216
1505059PET1SP,0,0.0002
1505059RUDDFP,0,0.0000
1505059TOMYEFP,0,0.0002
1505124RICO16A,0,0.0000
150559121SK15FA,0,0.0002
150559122GN04GA,0,0.0002
150559122GN08GA,0,0.0002
150559122GN15GA,0,0.0002
1505059FUG10SP,1,0.2630
150000727090POS,0,0.0068
150000733040POS,0,0.0090
1500015DRYER1FP,0,0.0507
1500015HILL1FP,0,0.0507
1500015SC10B1SP,0,0.0002
1500015SC10B3SP,0,0.0026
1500015SC10B4SP,0,0.0002
1500027K2F,0,0.0002
1500027S111,0,0.0012
1500027SUNSET,0,0.0002
15000321200,0,0.0002
15000321200A,0,0.0002
15000321401,0,0.0002
1500032915,0,0.0158
1500032915A,0,0.0062
1500032915AA,0,0.0062
1500032950,0,0.0002
1500032950A,0,0.0002
1500032950B,0,0.0002
15005301PO,0,0.0026
15005302PO,0,0.0026
1500553132A,0,0.0002
1500553160PB1,0,0.0105
1500553162,0,0.0068
1500553163,0,0.0037
1500553163A,0,0.0050
1500553163P1,0,0.0012
1500553164PA,0,0.0002
1500553171,0,0.0002
150062910A,0,0.0002
150062915A,0,0.0084
150062915B,0,0.0050
150062915D,0,0.0002
15006294B,0,0.0002
15006295B,0,0.0002
15006296C,0,0.0026
15006296D,0,0.0002
15006299B,0,0.0000
1500635BV133P,0,0.0002
1500635FDLT35P,0,0.0507
1500635FDLT3SP,0,0.0507
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0195
1500635HAMWEP,0,0.0002
1500635HAMWWP,0,0.0082
1500635MTWP,0,0.0002
1500635PEACH75P,0,0.0050
1500635PECK1P,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SAND2P,0,0.0118
1500635SAND7P,0,0.0002
1500635SAND8P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW4P,0,0.0002
1500635SHOPNP,0,0.0291
1500635SHOPWP,0,0.0002
1500635WERN1P,0,0.0142
1500635WERN4P,0,0.0016
1500635WN80P,0,0.0002
15008241KPSP20,0,0.0137
15008242PS20,0,0.0227
15008243KPSP20,0,0.0050
1501361071120JP,0,0.0002
1501361071220JP,0,0.0002
15022770621SP,0,0.0507
15022770820SP,0,0.0084
15022771020SP,0,0.0113
15022771021SP,0,0.0113
15022771821FP,0,0.0507
15022772820SP,0,0.0085
1504213P3,0,0.0507
1504311208WPO,0,0.0016
1504311211PO,0,0.0026
1504512STOCKWP,0,0.0002
1504548PZ,0,0.0002
1504548RP,0,0.0002
1504548SP1,0,0.0044
1504548SP2,0,0.0089
15046771PS20,0,0.0037
1505059AGRO5SP,0,0.0057
1505059BOCKSP,0,0.0186
1505059KIMSP,0,0.0002
1505059PET1SP,0,0.0507
1505059PET3SP,0,0.0026
1505059PET4SP,0,0.0012
1505059PET5SP,0,0.0026
1505059TOMMYSSP,0,0.0000
1505059TOMYEFP,0,0.0507
1505124D15,0,0.0507
1505124D15A,0,0.0507
1505124EYRAUD10,0,0.0002
1505124RICO16A,0,0.0002
150553216F,0,0.0037
150553219D,0,0.0113
150553220A,0,0.0002
150553221H,0,0.0012
150553228E,0,0.0455
150553229E,0,0.0081
150553230G,0,0.0026
150553232A,0,0.0131
1505532NMA,0,0.0155
1505532NMBE,0,0.0090
1505532SMH,0,0.0266
150559121SK15FA,0,0.0507
