PMT_SITE,event,p_desiccation
1500635PECK2P,0,0.0002
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SABOP,0,0.0155
1500635SAND1P,0,0.0081
1500635SAND2P,0,0.0053
1500635SAND5P,0,0.0050
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0002
1500635STOCKWP,0,0.0026
1500635WERN2P,0,0.0347
1500635WERN3P,0,0.0155
1501361071721PO,0,0.0057
15022770621SP,0,0.0100
15022770721SP,0,0.0002
1504311203PO,0,0.0144
1504311205PO,0,0.0012
1504311207PO,0,0.0100
1504311212PO,0,0.0113
15045481H,0,0.0455
15046771PS21,0,0.0042
15046772PS21,0,0.0175
1505059BRIMHLSP,0,0.0081
1505059COTWODSP,0,0.0058
1505059FUGT10SP,0,0.0026
1505059PALLA5SP,0,0.0076
1505059PALLA6SP,0,0.0347
1505059SACCOSP,0,0.0085
1505059SANTFSSP,0,0.0195
1505059SVS120FP,0,0.0507
1505124ED23A,0,0.0227
1505124ED23B,0,0.0082
150553216H,0,0.0122
150553220F1,0,0.0137
150553220G1,0,0.0113
150553221E1A,0,0.0127
150553221E2A,0,0.0050
150553221G,0,0.0100
150553229B1,0,0.0507
150553230D1,0,0.0243
150553232D1,0,0.0234
1500635NCANALP,1,0.0507
150000721121POS,0,0.0002
150000727011POS,0,0.0002
1500015SEC1B4SP,0,0.0242
1500027HERSHEY,0,0.0026
1500027KH1,0,0.0002
1500027S111,0,0.0169
1500027S14,0,0.0037
15000321200,0,0.0081
15000321401A,0,0.0002
1500032805,0,0.0692
1500032950,0,0.0231
1500553132A,0,0.0002
1500553132C,0,0.0002
1500553160PB1,0,0.0314
1500553162A,0,0.0057
1500553164P1,0,0.0073
1500553173,0,0.0012
150062471C,0,0.0002
150062910B,0,0.0002
150062910C,0,0.0002
15006293A,0,0.0002
15006297A,0,0.0002
15006297C,0,0.0026
15006297E,0,0.0002
15006297F,0,0.0002
15006299A,0,0.0002
1500635BPECKEP,0,0.0002
1500635BV104P,0,0.0002
1500635BV141P,0,0.0084
1500635BV143P,0,0.0000
1500635FDLT35P,0,0.0347
1500635FDLT75WP,0,0.0113
1500635GRIMCP,0,0.0000
1500635HAM35P,0,0.0000
1500635HAMEP,0,0.0000
1500635JOHNNYP,0,0.0002
1500635MTWP,0,0.0076
1500635NLINP,0,0.0002
1500635PEACH55P,0,0.0002
1500635PECK2P,0,0.0000
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SABOP,0,0.0002
1500635SAND1P,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND5P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0002
1500635STOCKWP,0,0.0002
1500635WERN115p,0,0.0186
1500635WERN2P,0,0.0082
1500635WERN3P,0,0.0002
1500915121P,0,0.0579
1501361071721PO,0,0.0002
15022770621SP,0,0.0012
15022770721SP,0,0.0002
1504311203PO,0,0.0002
1504311205PO,0,0.0000
1504311207PO,0,0.0002
1504311212PO,0,0.0002
1504498ORANG80P,0,0.0153
15045481H,0,0.0016
15046771PS21,0,0.0057
15046772PS21,0,0.0002
1505059BRIMHLSP,0,0.0002
1505059COTWODSP,0,0.0002
1505059FUG14PS,0,0.2684
1505059FUG8SP,0,0.1792
1505059FUGT10SP,0,0.0002
1505059FUGT11SP,0,0.0002
1505059PALLA5SP,0,0.0037
1505059PALLA6SP,0,0.0069
1505059PET1SP,0,0.0010
1505059PET4SP,0,0.0336
1505059PET5SP,0,0.0026
1505059PETSSP,0,0.0175
1505059RICHRDSP,0,0.0255
1505059SACCOSP,0,0.0002
1505059SANTFSSP,0,0.0002
1505059SVS120FP,0,0.0507
1505124ED23A,0,0.0002
1505124ED23B,0,0.0002
150553216H,0,0.0002
150553220F1,0,0.0002
150553220G1,0,0.0002
150553221E1A,0,0.0002
150553221E2A,0,0.0002
150553221G,0,0.0002
150553229B1,0,0.0037
150553229H1,0,0.0121
150553230D1,0,0.0026
150553230F1,0,0.0153
150553232D1,0,0.0082
1505532NMCE1,0,0.0227
1505532NMCW1,0,0.0068
1505532NMD1,0,0.0100
1505532SMB1,0,0.0074
1500635PECK3P,1,0.3234
150000721121POS,0,0.0002
150000727011POS,0,0.0002
1500015SEC1B4SP,0,0.0161
1500027HERSHEY,0,0.0002
1500027KH1,0,0.0002
1500027S111,0,0.0002
1500027S115,0,0.0012
1500027S14,0,0.0002
1500027S14B,0,0.0189
15000321200,0,0.0002
15000321401A,0,0.0002
1500032401,0,0.0000
1500032805,0,0.0012
1500032950,0,0.0016
1500553132A,0,0.0002
1500553132C,0,0.0002
1500553160PB1,0,0.0026
1500553162A,0,0.0002
1500553164P1,0,0.0002
1500553173,0,0.0002
150062471C,0,0.0002
150062910B,0,0.0002
150062910C,0,0.0002
15006297A,0,0.0002
15006297C,0,0.0002
15006297E,0,0.0002
15006299A,0,0.0002
1500635BPECKEP,0,0.0002
1500635BV104P,0,0.0000
1500635BV141P,0,0.0002
1500635BV143P,0,0.0002
1500635DUDANP,0,0.0068
1500635FDLT35P,0,0.0057
1500635FDLT75WP,0,0.0002
1500635GRIMCP,0,0.0002
1500635HAMEP,0,0.0002
1500635JOHNNYP,0,0.0002
1500635MTWP,0,0.0002
1500635PEACH55P,0,0.0002
1500635PECK2P,0,0.0002
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SABOP,0,0.0002
1500635SAND1P,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND5P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SCANALW,0,0.0002
1500635STOCKWP,0,0.0002
1500635WERN115p,0,0.0002
1500635WERN2P,0,0.0002
1500635WERN3P,0,0.0002
1500915121P,0,0.0122
1501361071721PO,0,0.0002
15022770621SP,0,0.0002
15022770721SP,0,0.0002
1504311203PO,0,0.0002
1504311205PO,0,0.0002
1504311207PO,0,0.0002
1504311212PO,0,0.0002
1504498DUFFWP,0,0.0143
1504498ORANG80P,0,0.0002
1504498SDSP,0,0.0113
15045481H,0,0.0002
15046771PS21,0,0.0002
15046772PS21,0,0.0002
1505059AGRO4SP,0,0.0158
1505059BRIMHLSP,0,0.0002
1505059CATANSSP,0,0.0002
1505059CATASSP,0,0.0002
1505059F50SP,0,0.0057
1505059FUG14PS,0,0.0026
1505059FUG8SP,0,0.0122
1505059FUGT11SP,0,0.0081
1505059JAMESP,0,0.0016
1505059JENSEN,0,0.0311
1505059PALLA5SP,0,0.0002
1505059PALLA6SP,0,0.0000
1505059PET1SP,0,0.0012
1505059PET4SP,0,0.0002
1505059PET5SP,0,0.0002
1505059PETSSP,0,0.0002
1505059RICHRDSP,0,0.0138
1505059SACCOSP,0,0.0002
1505059SANTFSSP,0,0.0002
1505059SVS120FP,0,0.0507
1505059SVS80SP,0,0.0044
1505124ED23A,0,0.0002
1505124ED23B,0,0.0002
150553216H,0,0.0002
150553220F1,0,0.0002
150553220G1,0,0.0002
150553221E1A,0,0.0002
150553221E2A,0,0.0000
150553221G,0,0.0000
150553229B1,0,0.0000
150553229H1,0,0.0002
150553230D1,0,0.0002
150553230F1,0,0.0002
150553232D1,0,0.0002
1505532NMCE1,0,0.0002
1505532NMCW1,0,0.0002
1505532NMD1,0,0.0002
1505532SMB1,0,0.0000
1500635PECK4P,1,0.3384
150000721121POS,0,0.0002
150000727011POS,0,0.0002
1500015SEC1B4SP,0,0.0161
1500027HERSHEY,0,0.0002
1500027KH1,0,0.0002
1500027S111,0,0.0002
1500027S115,0,0.0012
1500027S14,0,0.0002
1500027S14B,0,0.0189
15000321200,0,0.0002
15000321401A,0,0.0002
1500032401,0,0.0000
1500032805,0,0.0012
1500032950,0,0.0016
1500553132A,0,0.0002
1500553132C,0,0.0002
1500553160PB1,0,0.0026
1500553162A,0,0.0002
1500553164P1,0,0.0002
1500553173,0,0.0002
150062471C,0,0.0002
150062910B,0,0.0002
150062910C,0,0.0002
15006297A,0,0.0002
15006297C,0,0.0002
15006297E,0,0.0002
15006299A,0,0.0002
1500635BPECKEP,0,0.0002
1500635BV104P,0,0.0000
1500635BV141P,0,0.0002
1500635BV143P,0,0.0002
1500635DUDANP,0,0.0068
1500635FDLT35P,0,0.0057
1500635FDLT75WP,0,0.0002
1500635GRIMCP,0,0.0002
1500635HAMEP,0,0.0002
1500635JOHNNYP,0,0.0002
1500635MTWP,0,0.0002
1500635PEACH55P,0,0.0002
1500635PECK2P,0,0.0002
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SABOP,0,0.0002
1500635SAND1P,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND5P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SCANALW,0,0.0002
1500635STOCKWP,0,0.0002
1500635WERN115p,0,0.0002
1500635WERN2P,0,0.0002
1500635WERN3P,0,0.0002
1500915121P,0,0.0122
1501361071721PO,0,0.0002
15022770621SP,0,0.0002
15022770721SP,0,0.0002
1504311203PO,0,0.0002
1504311205PO,0,0.0002
1504311207PO,0,0.0002
1504311212PO,0,0.0002
1504498DUFFWP,0,0.0143
1504498ORANG80P,0,0.0002
1504498SDSP,0,0.0113
15045481H,0,0.0002
15046771PS21,0,0.0002
15046772PS21,0,0.0002
1505059AGRO4SP,0,0.0158
1505059BRIMHLSP,0,0.0002
1505059CATANSSP,0,0.0002
1505059CATASSP,0,0.0002
1505059F50SP,0,0.0057
1505059FUG14PS,0,0.0026
1505059FUG8SP,0,0.0122
1505059FUGT11SP,0,0.0081
1505059JAMESP,0,0.0016
1505059JENSEN,0,0.0311
1505059PALLA5SP,0,0.0002
1505059PALLA6SP,0,0.0000
1505059PET1SP,0,0.0012
1505059PET4SP,0,0.0002
1505059PET5SP,0,0.0002
1505059PETSSP,0,0.0002
1505059RICHRDSP,0,0.0138
1505059SACCOSP,0,0.0002
1505059SANTFSSP,0,0.0002
1505059SVS120FP,0,0.0507
1505059SVS80SP,0,0.0044
1505124ED23A,0,0.0002
1505124ED23B,0,0.0002
150553216H,0,0.0002
150553220F1,0,0.0002
150553220G1,0,0.0002
150553221E1A,0,0.0002
150553221E2A,0,0.0000
150553221G,0,0.0000
150553229B1,0,0.0000
150553229H1,0,0.0002
150553230D1,0,0.0002
150553230F1,0,0.0002
150553232D1,0,0.0002
1505532NMCE1,0,0.0002
1505532NMCW1,0,0.0002
1505532NMD1,0,0.0002
1505532SMB1,0,0.0000
1500635SAND3P,1,0.2725
150000721121POS,0,0.0232
15000321401A,0,0.0057
1500553132C,0,0.0044
150062471C,0,0.0000
150062910B,0,0.0000
150062910C,0,0.0000
15006293A,0,0.0002
15006297A,0,0.0143
15006297E,0,0.0026
15006297F,0,0.0002
1500635BPECKEP,0,0.0081
1500635BV143P,0,0.0084
1500635GRIMCP,0,0.0057
1500635HAM35P,0,0.0002
1500635NLINP,0,0.0002
1500635PECK2P,0,0.0057
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0079
1500635SANDW1P,0,0.0143
1500635SANDW2P,0,0.0113
1500635SANDW3P,0,0.0113
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0118
1500635WERN3P,0,0.0195
15022770721SP,0,0.0158
1505059COTWODSP,0,0.0399
1505059FUGT10SP,0,0.0148
1505059SVS120FP,0,0.0507
1505124ED23B,0,0.0113
150553220G1,0,0.0304
1500635SAND4P,1,0.3312
150000721121POS,0,0.0232
15000321401A,0,0.0057
1500553132C,0,0.0044
150062471C,0,0.0000
150062910B,0,0.0000
150062910C,0,0.0000
15006293A,0,0.0002
15006297A,0,0.0143
15006297E,0,0.0026
15006297F,0,0.0002
1500635BPECKEP,0,0.0081
1500635BV143P,0,0.0084
1500635GRIMCP,0,0.0057
1500635HAM35P,0,0.0002
1500635NLINP,0,0.0002
1500635PECK2P,0,0.0057
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0079
1500635SANDW1P,0,0.0143
1500635SANDW2P,0,0.0113
1500635SANDW3P,0,0.0113
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0118
1500635WERN3P,0,0.0195
15022770721SP,0,0.0158
1505059COTWODSP,0,0.0399
1505059FUGT10SP,0,0.0148
1505059SVS120FP,0,0.0507
1505124ED23B,0,0.0113
150553220G1,0,0.0304
1500635SAND6P,1,0.3384
150000721121POS,0,0.0232
15000321401A,0,0.0057
1500553132C,0,0.0044
150062471C,0,0.0000
150062910B,0,0.0000
150062910C,0,0.0000
15006293A,0,0.0002
15006297A,0,0.0143
15006297E,0,0.0026
15006297F,0,0.0002
1500635BPECKEP,0,0.0081
1500635BV143P,0,0.0084
1500635GRIMCP,0,0.0057
1500635HAM35P,0,0.0002
1500635NLINP,0,0.0002
1500635PECK2P,0,0.0057
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0079
1500635SANDW1P,0,0.0143
1500635SANDW2P,0,0.0113
1500635SANDW3P,0,0.0113
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0118
1500635WERN3P,0,0.0195
15022770721SP,0,0.0158
1505059COTWODSP,0,0.0399
1505059FUGT10SP,0,0.0148
1505059SVS120FP,0,0.0507
1505124ED23B,0,0.0113
150553220G1,0,0.0304
1500635SANDW3PP,1,0.3655
15000321401A,0,0.0118
150062471C,0,0.0002
15006293A,0,0.0002
15006297A,0,0.0053
15006297E,0,0.0016
15006297F,0,0.0002
1500635BPECKEP,0,0.0399
1500635BV143P,0,0.0037
1500635GRIMCP,0,0.0274
1500635HAM35P,0,0.0185
1500635NLINP,0,0.0002
1500635PECK2P,0,0.0050
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0026
1500635SANDW1P,0,0.0037
1500635SANDW2P,0,0.0081
1500635SANDW3P,0,0.0081
1500635SANDW5P,0,0.0002
1505059COTWODSP,0,0.0002
1505059SVS120FP,0,0.0507
1505124ED23B,0,0.0026
1500635SLINP,1,0.3267
150000721121POS,0,0.0002
150000727011POS,0,0.0002
1500015SEC1B4SP,0,0.0327
1500027HERSHEY,0,0.0016
1500027KH1,0,0.0002
1500027S111,0,0.0081
1500027S14,0,0.0012
15000321200,0,0.0076
15000321401A,0,0.0002
1500032805,0,0.0299
1500032950,0,0.0224
1500553132A,0,0.0002
1500553132C,0,0.0002
1500553160PB1,0,0.0274
1500553162A,0,0.0057
1500553164P1,0,0.0048
1500553173,0,0.0002
150062471C,0,0.0002
150062910B,0,0.0002
150062910C,0,0.0002
15006293A,0,0.0002
15006297A,0,0.0002
15006297C,0,0.0044
15006297E,0,0.0002
15006297F,0,0.0002
15006299A,0,0.0002
1500635BPECKEP,0,0.0002
1500635BV104P,0,0.0002
1500635BV141P,0,0.0160
1500635BV143P,0,0.0002
1500635FDLT35P,0,0.0191
1500635FDLT75WP,0,0.0118
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0002
1500635HAMEP,0,0.0002
1500635JOHNNYP,0,0.0002
1500635MTWP,0,0.0002
1500635NLINP,0,0.0002
1500635PEACH55P,0,0.0002
1500635PECK2P,0,0.0002
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SABOP,0,0.0002
1500635SAND1P,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND5P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0002
1500635STOCKWP,0,0.0002
1500635WERN115p,0,0.0191
1500635WERN2P,0,0.0235
1500635WERN3P,0,0.0002
1500915121P,0,0.0735
1501361071721PO,0,0.0002
15022770621SP,0,0.0002
15022770721SP,0,0.0002
1504311203PO,0,0.0002
1504311205PO,0,0.0002
1504311207PO,0,0.0002
1504311212PO,0,0.0002
1504498ORANG80P,0,0.0100
15045481H,0,0.0002
15046771PS21,0,0.0137
15046772PS21,0,0.0002
1505059BRIMHLSP,0,0.0002
1505059COTWODSP,0,0.0002
1505059FUG14PS,0,0.0313
1505059FUG8SP,0,0.0234
1505059FUGT10SP,0,0.0002
1505059FUGT11SP,0,0.0000
1505059PALLA5SP,0,0.0057
1505059PALLA6SP,0,0.0058
1505059PET1SP,0,0.0002
1505059PET4SP,0,0.0347
1505059PET5SP,0,0.0026
1505059PETSSP,0,0.0155
1505059RICHRDSP,0,0.0399
1505059SACCOSP,0,0.0002
1505059SANTFSSP,0,0.0002
1505059SVS120FP,0,0.0507
1505124ED23A,0,0.0002
1505124ED23B,0,0.0002
150553216H,0,0.0002
150553220F1,0,0.0002
150553220G1,0,0.0002
150553221E1A,0,0.0002
150553221E2A,0,0.0002
150553221G,0,0.0002
150553229B1,0,0.0026
150553229H1,0,0.0111
150553230D1,0,0.0026
150553230F1,0,0.0113
150553232D1,0,0.0026
1505532NMCE1,0,0.0069
1505532NMCW1,0,0.0057
1505532NMD1,0,0.0090
1505532SMB1,0,0.0090
1500915123WP,1,0.3256
150000721121POS,0,0.0002
150000727011POS,0,0.0002
1500015SEC1B4SP,0,0.0242
1500027HERSHEY,0,0.0026
1500027KH1,0,0.0002
1500027S111,0,0.0169
1500027S14,0,0.0037
15000321200,0,0.0081
15000321401A,0,0.0002
1500032805,0,0.0692
1500032950,0,0.0231
1500553132A,0,0.0002
1500553132C,0,0.0002
1500553160PB1,0,0.0314
1500553162A,0,0.0057
1500553164P1,0,0.0073
1500553173,0,0.0012
150062471C,0,0.0002
150062910B,0,0.0002
150062910C,0,0.0002
15006293A,0,0.0002
15006297A,0,0.0002
15006297C,0,0.0026
15006297E,0,0.0002
15006297F,0,0.0002
15006299A,0,0.0002
1500635BPECKEP,0,0.0002
1500635BV104P,0,0.0002
1500635BV141P,0,0.0084
1500635BV143P,0,0.0000
1500635FDLT35P,0,0.0347
1500635FDLT75WP,0,0.0113
1500635GRIMCP,0,0.0000
1500635HAM35P,0,0.0000
1500635HAMEP,0,0.0000
1500635JOHNNYP,0,0.0002
1500635MTWP,0,0.0076
1500635NLINP,0,0.0002
1500635PEACH55P,0,0.0002
1500635PECK2P,0,0.0000
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SABOP,0,0.0002
1500635SAND1P,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND5P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0002
1500635STOCKWP,0,0.0002
1500635WERN115p,0,0.0186
1500635WERN2P,0,0.0082
1500635WERN3P,0,0.0002
1500915121P,0,0.0579
1501361071721PO,0,0.0002
15022770621SP,0,0.0012
15022770721SP,0,0.0002
1504311203PO,0,0.0002
1504311205PO,0,0.0000
1504311207PO,0,0.0002
1504311212PO,0,0.0002
1504498ORANG80P,0,0.0153
15045481H,0,0.0016
15046771PS21,0,0.0057
15046772PS21,0,0.0002
1505059BRIMHLSP,0,0.0002
1505059COTWODSP,0,0.0002
1505059FUG14PS,0,0.2684
1505059FUG8SP,0,0.1792
1505059FUGT10SP,0,0.0002
1505059FUGT11SP,0,0.0002
1505059PALLA5SP,0,0.0037
1505059PALLA6SP,0,0.0069
1505059PET1SP,0,0.0010
1505059PET4SP,0,0.0336
1505059PET5SP,0,0.0026
1505059PETSSP,0,0.0175
1505059RICHRDSP,0,0.0255
1505059SACCOSP,0,0.0002
1505059SANTFSSP,0,0.0002
1505059SVS120FP,0,0.0507
1505124ED23A,0,0.0002
1505124ED23B,0,0.0002
150553216H,0,0.0002
150553220F1,0,0.0002
150553220G1,0,0.0002
150553221E1A,0,0.0002
150553221E2A,0,0.0002
150553221G,0,0.0002
150553229B1,0,0.0037
150553229H1,0,0.0121
150553230D1,0,0.0026
150553230F1,0,0.0153
150553232D1,0,0.0082
1505532NMCE1,0,0.0227
1505532NMCW1,0,0.0068
1505532NMD1,0,0.0100
1505532SMB1,0,0.0074
15022770121SP,1,0.3270
150000721121POS,0,0.0002
150000727011POS,0,0.0002
1500015SEC1B4SP,0,0.0327
1500027HERSHEY,0,0.0016
1500027KH1,0,0.0002
1500027S111,0,0.0081
1500027S14,0,0.0012
15000321200,0,0.0076
15000321401A,0,0.0002
1500032805,0,0.0299
1500032950,0,0.0224
1500553132A,0,0.0002
1500553132C,0,0.0002
1500553160PB1,0,0.0274
1500553162A,0,0.0057
1500553164P1,0,0.0048
1500553173,0,0.0002
150062471C,0,0.0002
150062910B,0,0.0002
150062910C,0,0.0002
15006293A,0,0.0002
15006297A,0,0.0002
15006297C,0,0.0044
15006297E,0,0.0002
15006297F,0,0.0002
15006299A,0,0.0002
1500635BPECKEP,0,0.0002
1500635BV104P,0,0.0002
1500635BV141P,0,0.0160
1500635BV143P,0,0.0002
1500635FDLT35P,0,0.0191
1500635FDLT75WP,0,0.0118
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0002
1500635HAMEP,0,0.0002
1500635JOHNNYP,0,0.0002
1500635MTWP,0,0.0002
1500635NLINP,0,0.0002
1500635PEACH55P,0,0.0002
1500635PECK2P,0,0.0002
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SABOP,0,0.0002
1500635SAND1P,0,0.0002
1500635SAND2P,0,0.0002
1500635SAND5P,0,0.0002
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0002
1500635STOCKWP,0,0.0002
1500635WERN115p,0,0.0191
1500635WERN2P,0,0.0235
1500635WERN3P,0,0.0002
1500915121P,0,0.0735
1501361071721PO,0,0.0002
15022770621SP,0,0.0002
15022770721SP,0,0.0002
1504311203PO,0,0.0002
1504311205PO,0,0.0002
1504311207PO,0,0.0002
1504311212PO,0,0.0002
1504498ORANG80P,0,0.0100
15045481H,0,0.0002
15046771PS21,0,0.0137
15046772PS21,0,0.0002
1505059BRIMHLSP,0,0.0002
1505059COTWODSP,0,0.0002
1505059FUG14PS,0,0.0313
1505059FUG8SP,0,0.0234
1505059FUGT10SP,0,0.0002
1505059FUGT11SP,0,0.0000
1505059PALLA5SP,0,0.0057
1505059PALLA6SP,0,0.0058
1505059PET1SP,0,0.0002
1505059PET4SP,0,0.0347
1505059PET5SP,0,0.0026
1505059PETSSP,0,0.0155
1505059RICHRDSP,0,0.0399
1505059SACCOSP,0,0.0002
1505059SANTFSSP,0,0.0002
1505059SVS120FP,0,0.0507
1505124ED23A,0,0.0002
1505124ED23B,0,0.0002
150553216H,0,0.0002
150553220F1,0,0.0002
150553220G1,0,0.0002
150553221E1A,0,0.0002
150553221E2A,0,0.0002
150553221G,0,0.0002
150553229B1,0,0.0026
150553229H1,0,0.0111
150553230D1,0,0.0026
150553230F1,0,0.0113
150553232D1,0,0.0026
1505532NMCE1,0,0.0069
1505532NMCW1,0,0.0057
1505532NMD1,0,0.0090
1505532SMB1,0,0.0090
15022770221SP,1,0.3270
150000721121POS,0,0.0002
150000727011POS,0,0.0002
1500015SEC1B4SP,0,0.0347
1500027HERSHEY,0,0.0026
1500027KH1,0,0.0002
1500027S111,0,0.0026
1500027S14,0,0.0002
15000321200,0,0.0002
15000321401A,0,0.0002
1500032805,0,0.0299
1500032950,0,0.0399
1500553132A,0,0.0002
1500553132C,0,0.0002
1500553160PB1,0,0.0347
1500553162A,0,0.0057
1500553164P1,0,0.0044
1500553173,0,0.0044
150062471C,0,0.0002
150062910B,0,0.0002
150062910C,0,0.0002
15006293A,0,0.0002
15006297A,0,0.0002
15006297C,0,0.0002
15006297E,0,0.0002
15006297F,0,0.0002
15006299A,0,0.0002
1500635BPECKEP,0,0.0002
1500635BV104P,0,0.0000
1500635BV141P,0,0.0113
1500635BV143P,0,0.0000
1500635DUDANP,0,0.0000
1500635FDLT35P,0,0.0234
1500635FDLT75WP,0,0.0050
1500635GRIMCP,0,0.0002
1500635HAM35P,0,0.0000
1500635HAMEP,0,0.0000
1500635JOHNNYP,0,0.0002
1500635MTWP,0,0.0002
1500635NLINP,0,0.0000
1500635PEACH55P,0,0.0002
1500635PECK2P,0,0.0002
1500635RIDIANEP,0,0.0000
1500635RIDIANWP,0,0.0000
1500635SABOP,0,0.0002
1500635SAND1P,0,0.0000
1500635SAND2P,0,0.0000
1500635SAND5P,0,0.0000
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW5P,0,0.0000
1500635SCANALW,0,0.0002
1500635STOCKWP,0,0.0002
1500635WERN115p,0,0.0100
1500635WERN2P,0,0.0058
1500635WERN3P,0,0.0002
1500915121P,0,0.0383
1501361071721PO,0,0.0002
15022770621SP,0,0.0002
15022770721SP,0,0.0002
1504311203PO,0,0.0002
1504311205PO,0,0.0000
1504311207PO,0,0.0002
1504311212PO,0,0.0002
1504498DUFFWP,0,0.0275
1504498ORANG80P,0,0.0082
1504498SDSP,0,0.0330
15045481H,0,0.0000
15046771PS21,0,0.0026
15046772PS21,0,0.0002
1505059BRIMHLSP,0,0.0002
1505059COTWODSP,0,0.0000
1505059FUG14PS,0,0.0336
1505059FUG8SP,0,0.0347
1505059FUGT10SP,0,0.0002
1505059FUGT11SP,0,0.0012
1505059PALLA5SP,0,0.0090
1505059PALLA6SP,0,0.0113
1505059PET1SP,0,0.0002
1505059PET4SP,0,0.0336
1505059PET5SP,0,0.0037
1505059PETSSP,0,0.0186
1505059RICHRDSP,0,0.0399
1505059SACCOSP,0,0.0002
1505059SANTFSSP,0,0.0002
1505059SVS120FP,0,0.0507
1505124ED23A,0,0.0002
1505124ED23B,0,0.0002
150553216H,0,0.0000
150553220F1,0,0.0002
150553220G1,0,0.0000
150553221E1A,0,0.0000
150553221E2A,0,0.0000
150553221G,0,0.0002
150553229B1,0,0.0076
150553229H1,0,0.0155
150553230D1,0,0.0002
150553230F1,0,0.0185
150553232D1,0,0.0002
1505532NMCE1,0,0.0128
1505532NMCW1,0,0.0057
1505532NMD1,0,0.0131
1505532SMB1,0,0.0208
15022772821SP,1,0.0507
150000721121POS,0,0.0068
1500027KH1,0,0.0218
15000321401A,0,0.0143
1500553132A,0,0.0016
1500553132C,0,0.0002
150062471C,0,0.0000
150062910B,0,0.0002
150062910C,0,0.0062
15006293A,0,0.0002
15006297A,0,0.0016
15006297E,0,0.0002
15006297F,0,0.0002
1500635BPECKEP,0,0.0081
1500635BV104P,0,0.0347
1500635BV143P,0,0.0122
1500635GRIMCP,0,0.0122
1500635HAM35P,0,0.0002
1500635NLINP,0,0.0090
1500635PECK2P,0,0.0002
1500635RIDIANEP,0,0.0002
1500635RIDIANWP,0,0.0002
1500635SABOP,0,0.0376
1500635SAND2P,0,0.0507
1500635SAND5P,0,0.0347
1500635SANDW1P,0,0.0002
1500635SANDW2P,0,0.0002
1500635SANDW3P,0,0.0002
1500635SANDW5P,0,0.0002
1500635SCANALW,0,0.0127
1500635STOCKWP,0,0.0026
1500635WERN3P,0,0.0084
1501361071721PO,0,0.0058
15022770721SP,0,0.0160
1504311203PO,0,0.0399
1505059BRIMHLSP,0,0.0042
1505059COTWODSP,0,0.0330
1505059FUGT10SP,0,0.0026
1505059SACCOSP,0,0.0012
1505059SANTFSSP,0,0.0012
1505059SVS120FP,0,0.0507
1505124ED23A,0,0.0169
1505124ED23B,0,0.0026
150553216H,0,0.0091
150553220G1,0,0.0347
150553221E1A,0,0.0185
150553221E2A,0,0.0105
1504548PPF,1,0.3181
1500015DRYER1FP,0,0.0336
