PMT_SITE,window,year,treated,treatment_type,is_organic,n_obs,window_known,SAVI_pos_time,SAVI_pos_value,SAVI_bse_value,SAVI_aos_value,SAVI_sos_time,SAVI_sos_value,SAVI_eos_time,SAVI_eos_value,SAVI_los,SAVI_roi,SAVI_rod,SAVI_lios,SAVI_sios,GNDVI_pos_time,GNDVI_pos_value,GNDVI_bse_value,GNDVI_aos_value,GNDVI_sos_time,GNDVI_sos_value,GNDVI_eos_time,GNDVI_eos_value,GNDVI_los,GNDVI_roi,GNDVI_rod,GNDVI_lios,GNDVI_sios,RENDVI_pos_time,RENDVI_pos_value,RENDVI_bse_value,RENDVI_aos_value,RENDVI_sos_time,RENDVI_sos_value,RENDVI_eos_time,RENDVI_eos_value,RENDVI_los,RENDVI_roi,RENDVI_rod,RENDVI_lios,RENDVI_sios,VH_pos_time,VH_pos_value,VH_bse_value,VH_aos_value,VH_sos_time,VH_sos_value,VH_eos_time,VH_eos_value,VH_los,VH_roi,VH_rod,VH_lios,VH_sios,RVI_pos_time,RVI_pos_value,RVI_bse_value,RVI_aos_value,RVI_sos_time,RVI_sos_value,RVI_eos_time,RVI_eos_value,RVI_los,RVI_roi,RVI_rod,RVI_lios,RVI_sios,has_season
1500027S115,2,2021,0,No,False,424,False,93.0,0.7100595235824585,0.07014797627925873,0.6399115324020386,60.0,0.4423026740550995,122.0,0.39527592062950134,62.0,0.008113844320178032,0.010854607447981834,37.88549041748047,33.46616744995117,91.0,0.7841005921363831,0.2595592737197876,0.5245413184165955,60.0,0.6164541840553284,123.0,0.5261006355285645,63.0,0.005407948512583971,0.008062498643994331,45.11960983276367,28.507816314697266,88.0,0.5577320456504822,0.005765737034380436,0.5519663095474243,60.0,0.3895350992679596,118.0,0.2849530279636383,58.0,0.006007033865898848,0.009092633612453938,28.12919807434082,27.789020538330078,89.0,0.035535234957933426,0.007150808349251747,0.02838442660868168,60.0,0.030363302677869797,126.0,0.021102821454405785,66.0,0.00017834249592851847,0.0003900652227457613,2.156721591949463,1.6776175498962402,72.0,0.6827383637428284,0.36557942628860474,0.31715893745422363,60.0,0.6618008613586426,137.0,0.5265552401542664,77.0,0.001744791865348816,0.002402817364782095,51.09856033325195,22.5833683013916,True
1500027S115,3,2022,0,No,False,59,False,59.0,0.18354056775569916,0.13089561462402344,0.05264495313167572,52.0,0.1574200838804245,0.0,,-52.0,0.00373149779625237,,0.0,0.0,59.0,0.39992213249206543,0.3267253041267395,0.07319682836532593,29.0,0.3639447093009949,0.0,,-29.0,0.0011992474319413304,,0.0,0.0,59.0,0.11593332886695862,0.06517049670219421,0.050762832164764404,53.0,0.09140581637620926,0.0,,-53.0,0.004087918903678656,,0.0,0.0,59.0,0.024726057425141335,0.01735861971974373,0.007367437705397606,54.0,0.021300552412867546,0.0,,-54.0,0.0006851010257378221,,0.0,0.0,59.0,0.5965666770935059,0.5332342386245728,0.0633324384689331,53.0,0.5623994469642639,0.0,,-53.0,0.005694538354873657,,0.0,0.0,False
1500027S14,0,2020,0,No,False,61,False,1.0,0.10112673789262772,0.09825804829597473,0.0028686895966529846,0.0,,335.0,0.09737252444028854,335.0,,1.1240160347369965e-05,2.9074339866638184,-0.04030752182006836,326.0,0.33534950017929077,0.31099700927734375,0.02435249090194702,313.0,0.3237552344799042,341.0,0.3224973976612091,28.0,0.0008918665698729455,0.000856806815136224,9.59410285949707,0.5751895904541016,1.0,0.03238807991147041,0.027018532156944275,0.005369547754526138,0.0,,0.0,,0.0,,,0.0,0.0,1.0,0.011778926476836205,0.007278596982359886,0.004500329494476318,0.0,,0.0,,0.0,,,0.0,0.0,364.0,0.5474308133125305,0.4130823612213135,0.13434845209121704,341.0,0.48017072677612305,0.0,,-341.0,0.0029243514873087406,,0.0,0.0,False
1500027S14,1,2021,0,No,False,365,False,118.0,0.6674964427947998,0.08092021942138672,0.5865762233734131,87.0,0.3684770166873932,145.0,0.37740302085876465,58.0,0.009645787999033928,0.010744201019406319,32.77226257324219,27.997970581054688,116.0,0.7593601942062378,0.28502601385116577,0.474334180355072,85.0,0.5239017605781555,145.0,0.5209915637969971,60.0,0.007595433387905359,0.00821960810571909,41.049171447753906,23.66258430480957,116.0,0.5162220597267151,0.013925867155194283,0.5022962093353271,84.0,0.2607481777667999,143.0,0.2702438533306122,59.0,0.007983558811247349,0.009110303595662117,25.362464904785156,24.526912689208984,124.0,0.041988011449575424,0.004521275870501995,0.037466734647750854,91.0,0.023016300052404404,148.0,0.02379683032631874,57.0,0.0005749003612436354,0.0007579658995382488,2.0328478813171387,1.7706139087677002,133.0,0.7892287373542786,0.37985125184059143,0.40937748551368713,86.0,0.5856066942214966,155.0,0.5890374779701233,69.0,0.004332384094595909,0.009099602699279785,49.03147506713867,22.441884994506836,True
1500027S14,2,2022,0,No,False,59,False,11.0,0.13273411989212036,0.11297288537025452,0.019761234521865845,1.0,0.12440408021211624,25.0,0.12282484024763107,24.0,0.0008330039563588798,0.0007078056805767119,3.1646902561187744,0.3968546390533447,46.0,0.34419503808021545,0.31052500009536743,0.03367003798484802,29.0,0.32666468620300293,59.0,0.34288468956947327,30.0,0.0010311971418559551,0.00010079603816848248,10.387608528137207,0.9165964126586914,9.0,0.04462679103016853,0.03509090095758438,0.009535890072584152,1.0,0.04121152684092522,19.0,0.0398036390542984,18.0,0.0004269080236554146,0.00048231519758701324,0.7958225011825562,0.1466408371925354,1.0,0.01679445430636406,0.01158144511282444,0.0052130091935396194,0.0,,9.0,0.014178482815623283,9.0,,0.000326996436342597,0.1319207400083542,0.03347845375537872,2.0,0.5871970057487488,0.5140520930290222,0.07314491271972656,1.0,0.5871129035949707,14.0,0.5490988492965698,13.0,8.410215377807617e-05,0.0031748462934046984,7.7427873611450195,0.8030843734741211,False
1500027S14B,0,2019,0,No,False,61,False,365.0,0.10646532475948334,0.09711387008428574,0.009351454675197601,357.0,0.1017737090587616,0.0,,-357.0,0.0005864519625902176,,0.0,0.0,305.0,0.33210742473602295,0.306877076625824,0.025230348110198975,0.0,,310.0,0.3193892240524292,310.0,,0.0025436400901526213,1.7883809804916382,0.10055708885192871,365.0,0.03551985323429108,0.029634559527039528,0.005885293707251549,355.0,0.032443881034851074,0.0,,-355.0,0.00030759721994400024,,0.0,0.0,335.0,0.011374327354133129,0.007915200665593147,0.003459126688539982,320.0,0.009616120718419552,365.0,0.009984953328967094,45.0,0.00011721377813955769,4.631246702047065e-05,0.48639506101608276,0.12625345587730408,336.0,0.5583765506744385,0.4865334630012512,0.07184308767318726,319.0,0.5209789872169495,365.0,0.526137113571167,46.0,0.0021998565644025803,0.001111704739741981,25.31658363342285,2.6927757263183594,False
1500027S14B,1,2020,1,Mixed,False,427,False,81.0,0.4019632935523987,0.08363603055477142,0.31832724809646606,60.0,0.2378821074962616,102.0,0.24601911008358002,42.0,0.007813389413058758,0.0074259135872125626,14.548316955566406,10.951967239379883,80.0,0.5468008518218994,0.2684466242790222,0.2783542275428772,58.0,0.40818560123443604,101.0,0.4110891819000244,43.0,0.00630069337785244,0.00646246038377285,21.62860679626465,9.816954612731934,80.0,0.30934473872184753,0.014254880137741566,0.29508987069129944,60.0,0.16284438967704773,101.0,0.16387246549129486,41.0,0.007325017359107733,0.006927250884473324,10.564203262329102,9.965497970581055,80.0,0.027710329741239548,0.004697410389780998,0.02301291935145855,60.0,0.016455862671136856,103.0,0.016418060287833214,43.0,0.000562723376788199,0.0004909682320430875,1.022331714630127,0.815645694732666,90.0,0.5992831587791443,0.37279802560806274,0.22648513317108154,54.0,0.4854414761066437,118.0,0.48559993505477905,64.0,0.00316226901486516,0.004060115199536085,36.17177963256836,11.939908981323242,True
1500027S14B,2,2021,0,No,False,424,False,91.0,0.5757690072059631,0.08523750305175781,0.4905315041542053,62.0,0.3351825773715973,115.0,0.3289763033390045,53.0,0.00829608365893364,0.0102830296382308,26.113462448120117,21.510637283325195,89.0,0.7092828154563904,0.25983577966690063,0.44944703578948975,60.0,0.5169064402580261,116.0,0.4819369316101074,56.0,0.006633668206632137,0.008420217782258987,35.88426208496094,21.073623657226562,87.0,0.45276713371276855,0.01118738204240799,0.44157975912094116,60.0,0.243730366230011,112.0,0.23005187511444092,52.0,0.007742102723568678,0.008908610790967941,19.728599548339844,19.13566780090332,93.0,0.024019476026296616,0.005740541964769363,0.018278934061527252,60.0,0.01546404231339693,359.0,0.014782561920583248,299.0,0.00025925555382855237,3.472524258540943e-05,2.8180623054504395,1.0958998203277588,103.0,0.7179564237594604,0.421835333108902,0.29612109065055847,1.0,0.5458044409751892,130.0,0.5674940943717957,129.0,0.0016877645393833518,0.005572678986936808,114.05558776855469,34.53961944580078,True
1500027S14B,3,2022,0,No,False,59,False,59.0,0.17412756383419037,0.1323574334383011,0.04177013039588928,52.0,0.15375705063343048,0.0,,-52.0,0.0029100733809173107,,0.0,0.0,59.0,0.3928122818470001,0.3266192674636841,0.06619301438331604,26.0,0.35858994722366333,0.0,,-26.0,0.0010370404925197363,,0.0,0.0,59.0,0.10384231805801392,0.06212475895881653,0.04171755909919739,51.0,0.08316759765148163,0.0,,-51.0,0.002584340050816536,,0.0,0.0,59.0,0.028275053948163986,0.017726842314004898,0.010548211634159088,54.0,0.02346614934504032,0.0,,-54.0,0.0009617808973416686,,0.0,0.0,59.0,0.7321956157684326,0.5966757535934448,0.1355198621749878,54.0,0.6700946092605591,0.0,,-54.0,0.012420201674103737,,0.0,0.0,False
1500027STOLL,0,2020,0,No,False,20,True,1.0,0.15433736145496368,0.12644091248512268,0.027896448969841003,0.0,,5.0,0.14096279442310333,5.0,,0.003343641757965088,0.6610518097877502,0.09206771850585938,1.0,0.40129852294921875,0.37365609407424927,0.027642428874969482,0.0,,7.0,0.38657981157302856,7.0,,0.0024531185626983643,2.5574541091918945,0.12868952751159668,1.0,0.08269697427749634,0.05474190413951874,0.0279550701379776,0.0,,5.0,0.06902362406253815,5.0,,0.0034183375537395477,0.3379184603691101,0.09157988429069519,20.0,0.01149111706763506,0.0094766179099679,0.00201449915766716,13.0,0.010515515692532063,0.0,,-13.0,0.0001393716229358688,,0.0,0.0,19.0,0.5018947124481201,0.4844362437725067,0.017458468675613403,12.0,0.4939349591732025,20.0,0.5017329454421997,8.0,0.0011371076107025146,0.00016176700592041016,4.242416858673096,0.12470865249633789,False
1500027STOLL,1,2021,0,No,False,246,True,84.0,0.6824866533279419,0.07056383043527603,0.6119228005409241,60.0,0.43841779232025146,110.0,0.36727333068847656,50.0,0.010169535875320435,0.012123589403927326,29.58211326599121,25.98335838317871,84.0,0.7546966075897217,0.25577837228775024,0.49891823530197144,60.0,0.5820764899253845,111.0,0.4980272948741913,51.0,0.007192505057901144,0.009506271220743656,35.05205535888672,21.7515811920166,82.0,0.5282236933708191,0.001539264339953661,0.5266844034194946,60.0,0.33990946412086487,107.0,0.2626780867576599,47.0,0.008559737354516983,0.01062182430177927,21.308391571044922,21.234506607055664,78.0,0.03933900222182274,0.00998624972999096,0.02935275249183178,60.0,0.031981877982616425,107.0,0.024537034332752228,47.0,0.00040872913086786866,0.000510412675794214,1.6932423114776611,1.2139023542404175,93.0,0.6207337975502014,0.3630618453025818,0.25767195224761963,60.0,0.5306491255760193,134.0,0.49140867590904236,74.0,0.0027298384811729193,0.0031542712822556496,43.713993072509766,16.484352111816406,True
1500027SUNSET,0,2020,0,No,False,232,True,137.0,0.6802414655685425,0.07190445810556412,0.6083369851112366,106.0,0.37691980600357056,174.0,0.38120517134666443,68.0,0.009784569963812828,0.008082062005996704,39.11607360839844,34.154666900634766,135.0,0.7496628761291504,0.23395150899887085,0.5157113671302795,102.0,0.49100983142852783,178.0,0.49291107058525085,76.0,0.007837970741093159,0.005970972124487162,50.69331741333008,32.679046630859375,136.0,0.5305585265159607,0.0014636574778705835,0.5290948748588562,102.0,0.26108166575431824,175.0,0.26685428619384766,73.0,0.007925789803266525,0.006761647295206785,32.18759536743164,32.07928466796875,146.0,0.04944780841469765,0.003447690512984991,0.04600011929869652,104.0,0.026210952550172806,180.0,0.025983670726418495,76.0,0.0005532584618777037,0.0006901216693222523,3.1312947273254395,2.8658225536346436,154.0,0.65276700258255,0.17726057767868042,0.47550642490386963,123.0,0.41440147161483765,186.0,0.4121125638484955,63.0,0.007689210586249828,0.007520451210439205,36.10149002075195,24.756813049316406,True
15000321200,0,2020,0,No,False,427,True,153.0,0.7008114457130432,0.05493009835481644,0.6458813548088074,124.0,0.3795471489429474,179.0,0.3776100277900696,55.0,0.011078079231083393,0.012430823408067226,32.66720199584961,29.591115951538086,150.0,0.7587695121765137,0.22020810842514038,0.5385614037513733,123.0,0.4953239858150482,178.0,0.49702003598213196,55.0,0.009757242165505886,0.009348195977509022,37.21204376220703,24.880388259887695,150.0,0.5532997846603394,-0.007466647773981094,0.5607664585113525,122.0,0.2676694095134735,177.0,0.2777037024497986,55.0,0.010201084427535534,0.010207261890172958,25.22292709350586,25.64105987548828,155.0,0.040097154676914215,0.0035603747237473726,0.03653677925467491,121.0,0.02154347486793995,182.0,0.02209436520934105,61.0,0.0005456964718177915,0.0006667699781246483,2.0882973670959473,1.8675541877746582,161.0,0.5971280932426453,0.09686857461929321,0.500259518623352,134.0,0.35380420088768005,267.0,0.3470974564552307,133.0,0.009011995978653431,0.0023587795440107584,54.572200775146484,41.59181213378906,True
15000321200,1,2021,1,Herbicide,False,220,True,113.0,0.48720434308052063,0.045612435787916183,0.44159191846847534,85.0,0.27234384417533875,141.0,0.2670319080352783,56.0,0.007673589047044516,0.00786330085247755,23.170032501220703,20.57012367248535,110.0,0.6343907713890076,0.21550387144088745,0.4188868999481201,83.0,0.42271122336387634,140.0,0.42549020051956177,57.0,0.007839983329176903,0.006963352207094431,32.16191101074219,19.66268539428711,110.0,0.3917367160320282,-0.018146170303225517,0.40988287329673767,83.0,0.18274962902069092,138.0,0.18689236044883728,55.0,0.007740262430161238,0.0073158699087798595,17.537080764770508,18.553266525268555,120.0,0.03920457884669304,0.0025517388712614775,0.03665284067392349,87.0,0.020521361380815506,147.0,0.02103349380195141,60.0,0.0005661580944433808,0.000673003145493567,1.9802974462509155,1.8246413469314575,124.0,0.48337745666503906,0.0711001604795456,0.4122772812843323,96.0,0.2729087769985199,148.0,0.2762193977832794,52.0,0.0075167384929955006,0.008631586097180843,21.306156158447266,17.5378475189209,True
15000321200A,0,2020,0,No,False,366,True,153.0,0.7008114457130432,0.05493015795946121,0.6458812952041626,124.0,0.3795471489429474,179.0,0.3776099979877472,55.0,0.011078079231083393,0.012430825270712376,32.667205810546875,29.59111785888672,150.0,0.7587695121765137,0.22027350962162018,0.5384960174560547,123.0,0.49532395601272583,178.0,0.49702030420303345,55.0,0.00975724309682846,0.009348185732960701,37.21204376220703,24.876728057861328,150.0,0.5532997846603394,-0.00746713113039732,0.5607669353485107,122.0,0.2676694095134735,177.0,0.2777037024497986,55.0,0.010201084427535534,0.010207261890172958,25.22292709350586,25.64108657836914,155.0,0.04009716585278511,0.0035644960589706898,0.03653267025947571,121.0,0.02154347486793995,182.0,0.022094348445534706,61.0,0.0005456968210637569,0.0006667710258625448,2.0882978439331055,1.8672990798950195,161.0,0.5971276164054871,0.11473271250724792,0.48239490389823914,134.0,0.35380426049232483,234.0,0.35482028126716614,100.0,0.009011976420879364,0.0033192785922437906,42.96813201904297,31.380126953125,True
15000321200A,1,2021,0,No,False,59,True,59.0,0.08331425487995148,0.07923488318920135,0.004079371690750122,54.0,0.08138209581375122,0.0,,-54.0,0.00038643181324005127,,0.0,0.0,59.0,0.2776140570640564,0.25761544704437256,0.019998610019683838,55.0,0.2675732374191284,0.0,,-55.0,0.0025102049112319946,,0.0,0.0,1.0,0.01859397627413273,0.015113452449440956,0.0034805238246917725,0.0,,11.0,0.016806699335575104,11.0,,0.00017872769967652857,0.1850259006023407,0.026334643363952637,25.0,0.0070462217554450035,0.004218436311930418,0.0028277854435145855,1.0,0.0058235228061676025,39.0,0.00563332624733448,38.0,5.094578955322504e-05,0.00010092110460391268,0.25070157647132874,0.08829176425933838,1.0,0.1597730964422226,0.12852637469768524,0.031246721744537354,0.0,,14.0,0.14427341520786285,14.0,,0.0011922831181436777,2.0237607955932617,0.28865480422973633,False
15000321300,0,2020,0,No,False,61,True,321.0,0.07746481895446777,0.07327176630496979,0.004193052649497986,306.0,0.07726799696683884,339.0,0.07550632208585739,33.0,1.3121465599397197e-05,0.00010880538320634514,2.5844037532806396,0.12979960441589355,1.0,0.2670576274394989,0.2598012685775757,0.007256358861923218,0.0,,308.0,0.2632676661014557,308.0,,1.2345150935288984e-05,0.7931241393089294,0.013720333576202393,1.0,0.018531963229179382,0.016241010278463364,0.0022909529507160187,0.0,,306.0,0.014983206987380981,306.0,,1.1635266673692968e-05,0.016757585108280182,0.0005165748298168182,323.0,0.007507025264203548,0.00437281746417284,0.0031342078000307083,306.0,0.006592874880880117,338.0,0.005919536110013723,32.0,5.377355046221055e-05,0.00010583260882413015,0.22834570705890656,0.08622913062572479,1.0,0.4003206789493561,0.3235306143760681,0.07679006457328796,0.0,,308.0,0.3611067831516266,308.0,,0.00012773256457876414,1.1174622774124146,0.14687037467956543,False
15000321300A,0,2020,0,No,False,87,True,285.0,0.09664542973041534,0.07272632420063019,0.023919105529785156,280.0,0.09660809487104416,312.0,0.08496987074613571,32.0,7.466971965186531e-06,0.0004324281180743128,3.0335826873779297,0.6699771881103516,302.0,0.2732488512992859,0.2512553334236145,0.021993517875671387,288.0,0.2625049948692322,318.0,0.26220273971557617,30.0,0.0007674182998016477,0.0006903819739818573,8.337175369262695,0.5482597351074219,1.0,0.0184926874935627,0.015442481264472008,0.0030502062290906906,0.0,,308.0,0.017010735347867012,308.0,,4.827205884794239e-06,0.47165006399154663,0.023818105459213257,326.0,0.006335773970931768,0.0031857399735599756,0.003150033997371793,305.0,0.004772073123604059,343.0,0.004787444602698088,38.0,7.446194649673998e-05,9.107819641940296e-05,0.2223837822675705,0.0981399193406105,1.0,0.4053649306297302,0.3180018961429596,0.08736303448677063,0.0,,280.0,0.36188817024230957,280.0,,0.00015583068307023495,0.3836265504360199,0.0656246542930603,False
15000321300B,0,2020,0,No,False,87,True,282.0,0.09661810845136642,0.07307405769824982,0.023544050753116608,280.0,0.09661760181188583,312.0,0.08472385257482529,32.0,2.5331974029541016e-07,0.0003964751958847046,3.028975248336792,0.6540682315826416,302.0,0.2733495235443115,0.2520558834075928,0.02129364013671875,288.0,0.2625293433666229,318.0,0.2626562714576721,30.0,0.000772870029322803,0.0006683282554149628,8.342082977294922,0.528350830078125,1.0,0.018458161503076553,0.015330769121646881,0.0031273923814296722,0.0,,308.0,0.01689690165221691,308.0,,5.085536940896418e-06,0.46883755922317505,0.024245262145996094,325.0,0.006362344603985548,0.003155783750116825,0.003206560853868723,304.0,0.004797354340553284,343.0,0.004774115979671478,39.0,7.452334830304608e-05,8.823492680676281e-05,0.2295331060886383,0.1033017635345459,1.0,0.39726296067237854,0.3151480555534363,0.08211490511894226,0.0,,295.0,0.3560695946216583,295.0,,0.00014011349412612617,5.739187240600586,0.6968183517456055,False
15000321400A,0,2021,0,No,False,81,True,313.0,0.07616210728883743,0.061771899461746216,0.014390207827091217,291.0,0.07056005299091339,329.0,0.06917523592710495,38.0,0.00025463884230703115,0.0004366794601082802,2.863569736480713,0.4544658660888672,318.0,0.24302828311920166,0.17675529420375824,0.06627298891544342,288.0,0.2260810285806656,339.0,0.2097977250814438,51.0,0.0005649084923788905,0.0015824075089767575,12.08040714263916,2.889131546020508,285.0,0.017977433279156685,0.008451131172478199,0.009526302106678486,0.0,,328.0,0.013243630528450012,328.0,,0.00011008843284798786,0.6734634637832642,0.30583927035331726,365.0,0.0208265520632267,0.012558567337691784,0.008267984725534916,358.0,0.016616225242614746,0.0,,-358.0,0.0006014752434566617,,0.0,0.0,365.0,0.5259315371513367,0.4126371741294861,0.11329436302185059,358.0,0.4671262204647064,0.0,,-358.0,0.008400759659707546,,0.0,0.0,False
15000321401,0,2020,0,No,False,366,True,153.0,0.6342810988426208,0.06176607310771942,0.5725150108337402,125.0,0.34367066621780396,178.0,0.3515956699848175,53.0,0.010378943756222725,0.011307417415082455,28.500320434570312,25.16495132446289,152.0,0.7235537171363831,0.21663042902946472,0.5069233179092407,125.0,0.4743351340293884,179.0,0.4715742766857147,54.0,0.009230317547917366,0.009332572109997272,34.78715133666992,22.87247657775879,152.0,0.4952918589115143,-0.0042210472747683525,0.4995129108428955,125.0,0.24837243556976318,177.0,0.2474474310874939,52.0,0.009145163930952549,0.009913777001202106,21.411813735961914,21.635528564453125,157.0,0.04574160277843475,0.0023692003451287746,0.04337240383028984,123.0,0.02396455407142639,183.0,0.024379748851060867,60.0,0.0006405014428310096,0.0008216097485274076,2.3045401573181152,2.1600189208984375,145.0,0.8609122633934021,0.23146553337574005,0.6294467449188232,85.0,0.5459603071212769,188.0,0.5522439479827881,103.0,0.005249199457466602,0.00717833312228322,77.21755981445312,53.1451416015625,True
15000321401,1,2021,0,No,False,59,True,59.0,0.09537387639284134,0.08860164880752563,0.006772227585315704,54.0,0.09166613221168518,0.0,,-54.0,0.0007415488362312317,,0.0,0.0,59.0,0.30638599395751953,0.2783137559890747,0.028072237968444824,55.0,0.29322123527526855,0.0,,-55.0,0.003291189670562744,,0.0,0.0,59.0,0.01686665415763855,0.014190591871738434,0.002676062285900116,55.0,0.015598589554429054,0.0,,-55.0,0.0003170161508023739,,0.0,0.0,4.0,0.003067516256123781,0.0028962763026356697,0.0001712399534881115,1.0,0.003059161826968193,15.0,0.002978152595460415,14.0,2.7848097943206085e-06,8.123969564621802e-06,0.044049061834812164,0.002053055912256241,59.0,0.41603976488113403,0.37087464332580566,0.04516512155532837,50.0,0.3929288983345032,0.0,,-50.0,0.0025678740348666906,,0.0,0.0,False
15000321401A,0,2020,0,No,False,61,True,333.0,0.0992700383067131,0.08684629946947098,0.012423738837242126,314.0,0.09305383265018463,351.0,0.09300924092531204,37.0,0.00032716873101890087,0.0003478220896795392,3.682811737060547,0.38265228271484375,327.0,0.302475243806839,0.2740171551704407,0.028458088636398315,311.0,0.2875283658504486,345.0,0.2885432839393616,34.0,0.0009341798722743988,0.0007739977445453405,10.397509574890137,0.8069095611572266,329.0,0.021337522193789482,0.015383629128336906,0.005953893065452576,310.0,0.018313182517886162,348.0,0.01838143728673458,38.0,0.00015917577547952533,0.00015558341692667454,0.7869142889976501,0.18695276975631714,306.0,0.004959589336067438,0.0032213632948696613,0.0017382260411977768,0.0,,315.0,0.004066387191414833,315.0,,9.924468031385913e-05,0.04431125521659851,0.012097619473934174,306.0,0.3714103698730469,0.32933205366134644,0.04207831621170044,0.0,,314.0,0.35101696848869324,314.0,,0.0025491751730442047,3.2269773483276367,0.262988805770874,False
15000321401A,1,2021,0,No,False,365,True,137.0,0.6538951396942139,0.06438909471035004,0.5895060300827026,110.0,0.35365062952041626,168.0,0.35411784052848816,58.0,0.011120166629552841,0.009670235216617584,31.89923858642578,28.10028076171875,134.0,0.7447153329849243,0.18555068969726562,0.5591646432876587,105.0,0.467129111289978,170.0,0.4626103639602661,65.0,0.009571938775479794,0.007836248725652695,42.093074798583984,29.846729278564453,134.0,0.49966028332710266,0.0009617859032005072,0.49869850277900696,109.0,0.25760939717292786,166.0,0.24636298418045044,57.0,0.009682035073637962,0.007915540598332882,23.482215881347656,23.42643165588379,149.0,0.03397541865706444,0.002434450201690197,0.031540967524051666,104.0,0.01824764907360077,175.0,0.01844763197004795,71.0,0.0003495059791021049,0.0005972225917503238,2.030217170715332,1.8549367189407349,155.0,0.7245332598686218,0.3241300582885742,0.4004032015800476,94.0,0.5263580679893494,185.0,0.5254943370819092,91.0,0.0032487737480551004,0.006634630728513002,59.32613754272461,29.50617218017578,True
150003225,0,2020,0,No,False,61,True,336.0,0.07902891933917999,0.06341154873371124,0.01561737060546875,313.0,0.07129167020320892,355.0,0.07127396762371063,42.0,0.00033640212495811284,0.00040815534885041416,3.2697954177856445,0.5430989265441895,331.0,0.29183676838874817,0.23856335878372192,0.053273409605026245,306.0,0.2660898268222809,352.0,0.26471221446990967,46.0,0.0010298776905983686,0.0012916454579681158,13.089786529541016,1.996591567993164,328.0,0.018867500126361847,0.014632740058004856,0.004234760068356991,306.0,0.016926536336541176,343.0,0.01679094508290291,37.0,8.822562813293189e-05,0.00013843699707649648,0.6752974987030029,0.1265697479248047,1.0,0.008431482128798962,0.0066090598702430725,0.0018224222585558891,0.0,,306.0,0.0050110770389437675,306.0,,1.1214442565687932e-05,0.006721279583871365,0.00011221971362829208,306.0,0.366166353225708,0.12022843956947327,0.24593791365623474,0.0,,320.0,0.24539609253406525,320.0,,0.008626447059214115,4.430688381195068,2.6272616386413574,False
150003225A,0,2020,0,No,False,87,True,336.0,0.07902863621711731,0.05823242664337158,0.020796209573745728,304.0,0.06846906989812851,359.0,0.06829185038805008,55.0,0.0003299864474684,0.0004668167675845325,4.184759140014648,0.9237432479858398,329.0,0.2956823408603668,0.20028942823410034,0.09539291262626648,301.0,0.2480613887310028,360.0,0.24877257645130157,59.0,0.0017007483402267098,0.0015132181579247117,16.635589599609375,4.618222236633301,329.0,0.018865130841732025,0.014620205387473106,0.004244925454258919,313.0,0.016671864315867424,344.0,0.016660431399941444,31.0,0.00013707915786653757,0.00014697996084578335,0.5757383108139038,0.1078917384147644,280.0,0.016010699793696404,0.006597607396543026,0.009413092397153378,0.0,,302.0,0.011435683816671371,302.0,,0.00020795526506844908,0.31802457571029663,0.1662796139717102,280.0,0.405281662940979,0.11854320764541626,0.28673845529556274,0.0,,317.0,0.26362523436546326,317.0,,0.003828552085906267,13.052750587463379,8.54810905456543,False
1500032401,0,2020,0,No,False,61,True,334.0,0.093936987221241,0.07803492248058319,0.015902064740657806,318.0,0.08571517467498779,354.0,0.08601383864879608,36.0,0.0005138632841408253,0.00039615744026377797,3.3559513092041016,0.4686591625213623,364.0,0.3216933608055115,0.2913094162940979,0.030383944511413574,323.0,0.30636781454086304,0.0,,-323.0,0.00037379382411018014,,0.0,0.0,331.0,0.023843789473176003,0.015668252483010292,0.00817553699016571,315.0,0.019593317061662674,351.0,0.019757652655243874,36.0,0.00026565452571958303,0.0002043068379862234,0.8204630017280579,0.2407376766204834,306.0,0.011208821088075638,0.005897159688174725,0.005311661399900913,0.0,,314.0,0.008447907865047455,314.0,,0.0003451141528785229,0.0866815522313118,0.033607117831707,354.0,0.5020856261253357,0.36503416299819946,0.13705146312713623,334.0,0.4330650866031647,364.0,0.49563950300216675,30.0,0.003451026976108551,0.0006446123006753623,15.019742965698242,3.703683853149414,False
1500032401,1,2021,1,Fungicide,False,161,True,86.0,0.47069862484931946,0.08296788483858109,0.38773074746131897,54.0,0.27587226033210754,113.0,0.2749534249305725,59.0,0.006088323891162872,0.007249822374433279,23.82810401916504,18.85003089904785,86.0,0.6127029657363892,0.27418774366378784,0.3385152220726013,55.0,0.43998828530311584,112.0,0.44585612416267395,57.0,0.005571441259235144,0.006417185999453068,31.77396583557129,15.871077537536621,83.0,0.3585375249385834,0.010524815879762173,0.3480127155780792,52.0,0.18327710032463074,110.0,0.1811106652021408,58.0,0.005653562024235725,0.006571365054696798,17.237987518310547,16.617023468017578,85.0,0.039007723331451416,0.004688207060098648,0.03431951627135277,53.0,0.02208932675421238,113.0,0.022326543927192688,60.0,0.0005286998930387199,0.0005957563989795744,2.030644178390503,1.7446634769439697,87.0,0.9259669780731201,0.4059517979621887,0.5200151801109314,48.0,0.6709743738174438,116.0,0.6730798482894897,68.0,0.006538271903991699,0.008720246143639088,58.571083068847656,30.560409545898438,True
