PMT_SITE,window,year,treated,treatment_type,is_organic,n_obs,window_known,SAVI_pos_time,SAVI_pos_value,SAVI_bse_value,SAVI_aos_value,SAVI_sos_time,SAVI_sos_value,SAVI_eos_time,SAVI_eos_value,SAVI_los,SAVI_roi,SAVI_rod,SAVI_lios,SAVI_sios,GNDVI_pos_time,GNDVI_pos_value,GNDVI_bse_value,GNDVI_aos_value,GNDVI_sos_time,GNDVI_sos_value,GNDVI_eos_time,GNDVI_eos_value,GNDVI_los,GNDVI_roi,GNDVI_rod,GNDVI_lios,GNDVI_sios,RENDVI_pos_time,RENDVI_pos_value,RENDVI_bse_value,RENDVI_aos_value,RENDVI_sos_time,RENDVI_sos_value,RENDVI_eos_time,RENDVI_eos_value,RENDVI_los,RENDVI_roi,RENDVI_rod,RENDVI_lios,RENDVI_sios,VH_pos_time,VH_pos_value,VH_bse_value,VH_aos_value,VH_sos_time,VH_sos_value,VH_eos_time,VH_eos_value,VH_los,VH_roi,VH_rod,VH_lios,VH_sios,RVI_pos_time,RVI_pos_value,RVI_bse_value,RVI_aos_value,RVI_sos_time,RVI_sos_value,RVI_eos_time,RVI_eos_value,RVI_los,RVI_roi,RVI_rod,RVI_lios,RVI_sios,has_season
1500015BERRY2SP,1,2020,1,Herbicide,False,427,False,100.0,0.8809822201728821,0.0827484279870987,0.7982338070869446,69.0,0.4800007939338684,129.0,0.48328983783721924,60.0,0.012934884987771511,0.013713530264794827,44.870574951171875,39.82292175292969,100.0,0.8254968523979187,0.2697393000125885,0.5557575225830078,64.0,0.5500391125679016,131.0,0.5414270758628845,67.0,0.007651603780686855,0.009163540787994862,49.273887634277344,30.931615829467773,98.0,0.6391169428825378,0.007454275153577328,0.6316626667976379,65.0,0.31677648425102234,127.0,0.3149762749671936,62.0,0.009767892770469189,0.011177264153957367,32.92516326904297,32.455543518066406,106.0,0.04367823898792267,0.003599658142775297,0.040078580379486084,60.0,0.023454658687114716,133.0,0.0231194905936718,73.0,0.00043964304495602846,0.0007614351343363523,2.754199504852295,2.4878249168395996,121.0,0.7100918889045715,0.2902894914150238,0.41980239748954773,43.0,0.4999309778213501,146.0,0.49958914518356323,103.0,0.0026943706907331944,0.008420109748840332,67.24238586425781,37.052276611328125,True
1500015BERRY2SP,2,2021,1,Herbicide,False,424,False,98.0,0.7734659314155579,0.08260604739189148,0.6908599138259888,66.0,0.42404472827911377,125.0,0.4208466112613678,59.0,0.010919412598013878,0.013059974648058414,38.24596405029297,33.28960037231445,95.0,0.8137432336807251,0.24652507901191711,0.5672181844711304,60.0,0.5277544260025024,125.0,0.5303089618682861,65.0,0.008171108551323414,0.009447809308767319,46.28651428222656,30.015859603881836,94.0,0.5981265902519226,0.006307853385806084,0.5918187499046326,62.0,0.30658817291259766,121.0,0.30463218688964844,59.0,0.009110575541853905,0.010870163328945637,29.106727600097656,28.728256225585938,100.0,0.041470739990472794,0.004285584203898907,0.03718515485525131,60.0,0.027807695791125298,130.0,0.02230333723127842,70.0,0.0003415761166252196,0.0006389134214259684,2.5546536445617676,2.2503771781921387,114.0,0.7961013317108154,0.3204074203968048,0.4756939113140106,1.0,0.5572160482406616,142.0,0.5568889379501343,141.0,0.002114029135555029,0.00854329951107502,121.57474517822266,57.33306121826172,True
1500015BERRY2SP,3,2022,0,No,False,59,False,59.0,0.24525515735149384,0.1692153811454773,0.07603977620601654,53.0,0.2067844569683075,0.0,,-53.0,0.006411783397197723,,0.0,0.0,59.0,0.398014098405838,0.31867748498916626,0.07933661341667175,37.0,0.3583082854747772,0.0,,-37.0,0.0018048096681013703,,0.0,0.0,59.0,0.15004713833332062,0.08270937949419022,0.0673377588391304,53.0,0.11707568168640137,0.0,,-53.0,0.005495242774486542,,0.0,0.0,59.0,0.03231087327003479,0.019152730703353882,0.013158142566680908,52.0,0.025645384564995766,0.0,,-52.0,0.0009522126638330519,,0.0,0.0,59.0,0.7610669136047363,0.6090734004974365,0.1519935131072998,52.0,0.6861859560012817,0.0,,-52.0,0.010697280056774616,,0.0,0.0,False
1500015DRYER1FP,0,2020,0,No,False,61,False,306.0,0.5362011790275574,0.1421608328819275,0.3940403461456299,0.0,,341.0,0.33526283502578735,341.0,,0.005741095636039972,16.319931030273438,11.202140808105469,306.0,0.6754122376441956,0.40176719427108765,0.2736450433731079,0.0,,339.0,0.5384016633033752,339.0,,0.004151835571974516,20.9429931640625,7.2829084396362305,306.0,0.45493584871292114,0.058731354773044586,0.39620450139045715,0.0,,337.0,0.25694456696510315,337.0,,0.006386815570294857,11.626500129699707,9.74709701538086,306.0,0.029886625707149506,0.012094078585505486,0.01779254712164402,0.0,,340.0,0.021101145073771477,340.0,,0.00025839649606496096,0.9387757778167725,0.515483021736145,335.0,0.37794461846351624,0.23106899857521057,0.14687561988830566,311.0,0.3063603937625885,353.0,0.3024221956729889,42.0,0.0029826760292053223,0.004195690155029297,15.003335952758789,5.06736946105957,True
1500015DRYER1FP,1,2021,0,No,False,365,False,315.0,0.5311171412467957,0.09357727319002151,0.43753987550735474,280.0,0.30718401074409485,344.0,0.31100404262542725,64.0,0.006398089230060577,0.007590106688439846,29.191720962524414,23.10919952392578,312.0,0.6556944251060486,0.2751176059246063,0.38057681918144226,278.0,0.4631081521511078,344.0,0.4626690447330475,66.0,0.005664302036166191,0.006032043136656284,39.543968200683594,21.111087799072266,312.0,0.4590950310230255,0.01865868642926216,0.44043633341789246,277.0,0.23761294782161713,343.0,0.23878410458564758,66.0,0.006328059360384941,0.00710680428892374,25.458946228027344,24.20881462097168,305.0,0.04048657417297363,0.016126252710819244,0.02436032146215439,283.0,0.02793278731405735,365.0,0.029433798044919968,82.0,0.0005706266965717077,0.00018421294225845486,2.91355562210083,1.5831397771835327,332.0,0.3906029164791107,0.1994120180606842,0.1911908984184265,123.0,0.29484423995018005,354.0,0.29647430777549744,231.0,0.0004581754910759628,0.004278573207557201,70.75209045410156,24.488506317138672,True
1500015DRYER1FP,2,2022,0,No,False,59,False,1.0,0.12626968324184418,0.11256396025419235,0.013705722987651825,0.0,,3.0,0.12014888972043991,3.0,,0.003060396760702133,0.3063213527202606,0.024911463260650635,30.0,0.35805901885032654,0.31181496381759644,0.0462440550327301,14.0,0.33589115738868713,46.0,0.3353179395198822,32.0,0.0013854913413524628,0.001421317458152771,11.527767181396484,1.2378730773925781,1.0,0.056138746440410614,0.040884602814912796,0.015254143625497818,0.0,,4.0,0.04843611270189285,4.0,,0.0025675445795059204,0.18046161532402039,0.037365496158599854,1.0,0.028626322746276855,0.0166227575391531,0.012003565207123756,0.0,,7.0,0.02310401387512684,7.0,,0.0009203848312608898,0.16715388000011444,0.05910595506429672,46.0,0.2446838617324829,0.2237454205751419,0.020938441157341003,31.0,0.23433390259742737,59.0,0.24246996641159058,28.0,0.0006899972795508802,0.0001702996378298849,6.908720970153809,0.5319766998291016,False
1500015DRYER2FP,0,2021,1,Mixed,False,127,True,307.0,0.10475596785545349,0.09287821501493454,0.011877752840518951,237.0,0.09873311966657639,0.0,,-237.0,8.604068716522306e-05,,0.0,0.0,181.0,0.28444620966911316,0.26845452189445496,0.015991687774658203,0.0,,189.0,0.2764231264591217,189.0,,0.0010028854012489319,2.3804478645324707,0.09858465194702148,307.0,0.03339339792728424,0.017186619341373444,0.016206778585910797,243.0,0.025222431868314743,0.0,,-243.0,0.0001276713446713984,,0.0,0.0,181.0,0.007149261888116598,0.004937308374792337,0.0022119535133242607,0.0,,188.0,0.005959209520369768,188.0,,0.00017000747902784497,0.04885146766901016,0.011821657419204712,270.0,0.337922066450119,0.22815647721290588,0.10976558923721313,189.0,0.28203481435775757,293.0,0.2808118164539337,104.0,0.0006899660802446306,0.0024830542970448732,32.722503662109375,8.766071319580078,False
1500015DRYERFP,0,2020,1,Fungicide,False,179,True,313.0,0.4793696105480194,0.08833332359790802,0.3910362720489502,281.0,0.2809556722640991,346.0,0.28834041953086853,65.0,0.006200435571372509,0.005788763519376516,27.074420928955078,21.244422912597656,313.0,0.6362760663032532,0.26869863271713257,0.3675774335861206,282.0,0.45240506529808044,349.0,0.451305627822876,67.0,0.0059313224628567696,0.005138067528605461,38.902896881103516,20.63138771057129,309.0,0.393649160861969,-0.000796190113760531,0.39444535970687866,277.0,0.20025280117988586,344.0,0.19240441918373108,67.0,0.006043636240065098,0.0057498496025800705,22.040340423583984,22.094480514526367,302.0,0.030422041192650795,0.005500908009707928,0.024921134114265442,271.0,0.017690429463982582,347.0,0.017817802727222443,76.0,0.00041069716098718345,0.00028009418747387826,2.0088393688201904,1.5852694511413574,335.0,0.3807682693004608,0.18373800814151764,0.19703026115894318,304.0,0.28187423944473267,356.0,0.283924400806427,52.0,0.0031901299953460693,0.004611612763255835,18.024059295654297,8.285943984985352,True
1500015HILL1FP,0,2020,0,No,False,61,False,306.0,0.4862871468067169,0.12141748517751694,0.3648696541786194,0.0,,345.0,0.29889440536499023,345.0,,0.004804942291229963,17.04102325439453,12.184324264526367,306.0,0.6331268548965454,0.30420637130737305,0.32892048358917236,0.0,,344.0,0.46779105067253113,344.0,,0.0043509420938789845,22.417654037475586,10.553605079650879,306.0,0.44840508699417114,0.043140098452568054,0.4052649736404419,0.0,,341.0,0.24932615458965302,341.0,,0.005687969271093607,13.230016708374023,11.676973342895508,306.0,0.029267961159348488,0.007370153442025185,0.021897807717323303,0.0,,343.0,0.018174976110458374,343.0,,0.00029981040279380977,0.9373428225517273,0.65727698802948,346.0,0.6861047744750977,0.6149097681045532,0.07119500637054443,328.0,0.651013970375061,359.0,0.6480565071105957,31.0,0.0019494891166687012,0.002926789689809084,21.475006103515625,1.7978935241699219,True
1500015HILL1FP,1,2021,1,Mixed,False,365,False,314.0,0.5571029186248779,0.10861460864543915,0.4484882950782776,281.0,0.32911497354507446,345.0,0.3307361900806427,64.0,0.00690872548148036,0.007302152458578348,30.702573776245117,23.642623901367188,311.0,0.6440357565879822,0.25142568349838257,0.3926100730895996,279.0,0.44543758034706116,342.0,0.44869160652160645,63.0,0.006206193007528782,0.006301424000412226,36.640357971191406,20.54911231994629,311.0,0.4594467580318451,0.04055304080247879,0.4188937246799469,279.0,0.25496554374694824,343.0,0.24771535396575928,64.0,0.006390037946403027,0.006616606377065182,24.895044326782227,22.259098052978516,351.0,0.03643098846077919,0.016063885763287544,0.020367102697491646,285.0,0.025968534871935844,365.0,0.029675180092453957,80.0,0.00015852203068789095,0.00048255774891003966,2.7184457778930664,1.4253027439117432,353.0,0.7265903353691101,0.516972541809082,0.20961779356002808,166.0,0.6217958331108093,365.0,0.6726510524749756,199.0,0.0005603983881883323,0.004494940396398306,122.95449829101562,19.8184814453125,True
1500015HILL1FP,2,2022,0,No,False,59,False,1.0,0.141073539853096,0.11085686832666397,0.030216671526432037,0.0,,4.0,0.12401513010263443,4.0,,0.005686136428266764,0.4589442014694214,0.070945143699646,1.0,0.293060839176178,0.27672386169433594,0.01633697748184204,0.0,,4.0,0.2849949300289154,4.0,,0.002688636304810643,1.0091121196746826,0.040578603744506836,1.0,0.06932234019041061,0.04547329992055893,0.023849040269851685,0.0,,4.0,0.05622948333621025,4.0,,0.004364285618066788,0.21587517857551575,0.05671863257884979,1.0,0.028716787695884705,0.016904277727007866,0.011812509968876839,0.0,,7.0,0.022482547909021378,7.0,,0.001039039925672114,0.16506215929985046,0.05518434941768646,1.0,0.663861095905304,0.4749026894569397,0.18895840644836426,0.0,,10.0,0.57439124584198,10.0,,0.009941094554960728,5.866158485412598,1.3545827865600586,False
1500015HILL2FP,0,2020,0,No,False,61,False,313.0,0.31868019700050354,0.19385525584220886,0.12482494115829468,306.0,0.31787753105163574,351.0,0.2578219473361969,45.0,0.00011466656724223867,0.0016015329165384173,13.79507827758789,4.974663734436035,306.0,0.4764960706233978,0.3543219566345215,0.12217411398887634,0.0,,347.0,0.4159199595451355,347.0,,0.0014774660812690854,19.0156307220459,4.134108543395996,306.0,0.2770124077796936,0.1075623631477356,0.169450044631958,0.0,,344.0,0.19072267413139343,344.0,,0.0022707823663949966,9.300946235656738,5.106014251708984,320.0,0.019298845902085304,0.012280484661459923,0.0070183612406253815,306.0,0.01901000738143921,356.0,0.0158242117613554,50.0,2.0631323423003778e-05,9.651761502027512e-05,0.9446895122528076,0.32452499866485596,354.0,0.2355571985244751,0.2105678915977478,0.024989306926727295,339.0,0.22282284498214722,364.0,0.22577939927577972,25.0,0.0008489569299854338,0.000977779971435666,6.004029750823975,0.5292649269104004,False
1500015HILL2FP,1,2021,0,No,False,365,False,1.0,0.1864795833826065,0.1316920816898346,0.05478750169277191,0.0,,7.0,0.15728554129600525,7.0,,0.004865673836320639,1.1091346740722656,0.25313615798950195,1.0,0.3483387231826782,0.2665416896343231,0.0817970335483551,0.0,,11.0,0.30870509147644043,11.0,,0.003963363356888294,3.434537887573242,0.635850191116333,1.0,0.1010643020272255,0.05430115386843681,0.04676314815878868,0.0,,6.0,0.07948405295610428,6.0,,0.004316049627959728,0.49077919125556946,0.19212284684181213,1.0,0.01165767665952444,0.00705912197008729,0.004598554689437151,0.0,,7.0,0.009171789512038231,7.0,,0.0004143145342823118,0.06701898574829102,0.021134693175554276,319.0,0.7240771651268005,0.2852766513824463,0.43880051374435425,113.0,0.5039047598838806,356.0,0.5044612884521484,243.0,0.0010687981266528368,0.005935564171522856,145.17637634277344,75.5688705444336,False
1500015HILL2FP,2,2022,0,No,False,59,False,1.0,0.12220312654972076,0.10640759766101837,0.015795528888702393,0.0,,6.0,0.11499297618865967,6.0,,0.0014420300722122192,0.6520639061927795,0.0668221116065979,27.0,0.2828112840652466,0.25615382194519043,0.026657462120056152,9.0,0.2700953483581543,49.0,0.2691880166530609,40.0,0.0007064408855512738,0.0006192394066601992,11.400619506835938,0.8983125686645508,1.0,0.06580983102321625,0.04569503664970398,0.020114794373512268,0.0,,10.0,0.0555233396589756,10.0,,0.0011429435107856989,0.579875111579895,0.1457722783088684,4.0,0.006555571686476469,0.005328083410859108,0.001227488275617361,1.0,0.00650783721357584,19.0,0.005933727137744427,18.0,1.591149157320615e-05,4.145630373386666e-05,0.1175595074892044,0.018989965319633484,1.0,0.43297311663627625,0.30447864532470703,0.1284944713115692,0.0,,25.0,0.36814552545547485,25.0,,0.0027011495549231768,9.54250717163086,2.082780361175537,False
1500015HILLFP1,0,2019,0,No,False,61,False,327.0,0.31367212533950806,0.20579910278320312,0.10787302255630493,305.0,0.27982428669929504,346.0,0.26063072681427,41.0,0.0015385381411761045,0.0027916524559259415,12.389649391174316,3.8489866256713867,327.0,0.4877103269100189,0.3892707824707031,0.0984395444393158,305.0,0.4666299521923065,345.0,0.44084084033966064,40.0,0.0009581988560967147,0.0026038603391498327,19.276268005371094,3.510801315307617,325.0,0.2646785080432892,0.15814822912216187,0.10653027892112732,305.0,0.24572454392910004,345.0,0.21063004434108734,40.0,0.0009476981940679252,0.0027024231385439634,10.20901107788086,3.8040075302124023,332.0,0.031828541308641434,0.021796301007270813,0.01003224030137062,308.0,0.026957495138049126,350.0,0.026791324838995934,42.0,0.00020296026195865124,0.0002798453497234732,1.2895065546035767,0.3522655963897705,305.0,0.8584378957748413,0.8058493137359619,0.052588582038879395,0.0,,346.0,0.8320670127868652,346.0,,0.0006431922665797174,34.63472366333008,1.1919784545898438,False
1500015HILLFP1,1,2020,1,Mixed,False,366,False,319.0,0.47909706830978394,0.09619948267936707,0.38289758563041687,289.0,0.28558018803596497,347.0,0.28400918841362,58.0,0.006450562737882137,0.006967424415051937,24.164485931396484,18.48871612548828,317.0,0.623883843421936,0.2391124665737152,0.3847713768482208,289.0,0.428108274936676,348.0,0.42832106351852417,59.0,0.006991984788328409,0.006308476906269789,33.28500747680664,18.93825912475586,315.0,0.4172919690608978,0.02186695858836174,0.395425021648407,286.0,0.21670407056808472,344.0,0.22321730852127075,58.0,0.006916824262589216,0.006692229770123959,20.42171859741211,19.131568908691406,309.0,0.028655562549829483,0.005074638873338699,0.023580923676490784,281.0,0.017153950408101082,345.0,0.01690715178847313,64.0,0.0004107718705199659,0.0003263447433710098,1.583270788192749,1.253419280052185,1.0,0.7440500259399414,0.4328024387359619,0.3112475872039795,0.0,,207.0,0.5847834348678589,207.0,,0.0007731387740932405,78.68590545654297,-10.904205322265625,True
